Date,NFLX,KHC,GS,USB,CMCSA,COF,DIS,CAT,TTWO,SPGI,D,GWW,KMB,OXY,CVX,CI,CMI,UNP,TWTR,ADI
2018-10-31,301.7799987792969,49.37120819091797,215.9253234863281,48.59647750854492,36.55156326293945,86.27301788330078,112.57040405273438,115.2254867553711,128.8699951171875,178.88795471191406,65.13832855224611,273.29702758789057,98.0265884399414,60.14461898803711,102.03438568115234,213.71405029296875,128.66983032226562,139.96025085449222,34.75,80.28800201416016
2018-11-30,286.1300048828125,46.46502304077149,183.43853759765625,50.632568359375,37.38533020019531,87.02461242675781,113.21741485595705,128.8546142578125,109.66999816894531,179.9248809814453,67.94742584228516,303.6318054199219,108.43074798583984,63.01420593261719,109.75885772705078,223.2797698974609,143.3274383544922,147.9755401611328,31.45000076293945,88.63733673095703
2018-12-31,267.66000366210943,39.12078094482422,160.697509765625,42.83540725708008,32.81339645385742,73.351806640625,108.3261260986328,120.68663787841795,102.94000244140624,167.21226501464844,65.90544128417969,273.00173950195307,108.0470962524414,55.6854362487793,100.39234924316406,189.8347930908203,126.79914093017578,133.01246643066406,28.739999771118164,82.76483154296875
2019-01-31,339.5,43.68366622924805,190.4801788330078,47.95315551757813,35.241886138916016,78.20375061035156,110.17354583740234,127.28433227539062,105.5500030517578,188.5738067626953,64.7802734375,285.59991455078125,105.61949157714844,60.58444595336914,105.8000030517578,199.7203369140625,139.57962036132812,153.06585693359375,33.560001373291016,95.3294906616211
2019-02-28,358.1000061035156,30.167724609375,189.984130859375,48.4499397277832,37.265621185302734,81.51781463623047,111.47760772705078,131.27986145019528,87.26000213623047,197.71206665039062,69.18547821044922,295.997314453125,110.78763580322266,60.012901306152344,111.45873260498048,174.36172485351562,147.28286743164062,162.20904541015625,30.78000068664551,103.66869354248048
2019-03-31,356.55999755859375,30.0426025390625,185.43495178222656,45.51925659179688,38.52804183959961,79.67445373535156,109.68946075439452,129.51150512695312,94.37000274658205,207.7570343017578,71.58536529541016,292.267822265625,118.54337310791016,60.77939987182617,114.81423950195312,160.787109375,150.89585876464844,161.72540283203125,32.880001068115234,102.03069305419922
2019-04-30,370.5400085449219,30.585485458374023,198.88931274414062,50.36494445800781,42.168800354003906,90.53960418701172,135.31626892089844,134.07589721679688,96.83000183105469,217.73291015625,72.71525573730469,273.88278198242193,122.8296890258789,54.05878067016602,111.90611267089844,158.80751037597656,158.9438934326172,171.2432098388672,39.90999984741211,112.66313934326172
2019-05-31,343.2799987792969,25.8017520904541,177.05374145507812,47.4178581237793,39.71791076660156,84.12437438964844,130.44578552246094,115.2175750732422,108.1500015258789,211.6056060791016,70.20333099365234,255.5029144287109,122.36087036132812,45.69472885131836,107.16194915771484,147.98973083496094,145.1117401123047,162.16357421875,36.43999862670898,94.1651611328125
2019-06-30,367.3200073242188,28.96515464782715,198.5050811767578,49.85078048706055,40.95788955688477,88.89537048339844,137.95402526855472,131.06585693359378,113.52999877929688,225.36769104003903,73.06591796875,261.88827514648443,128.50933837890622,46.90907287597656,117.12984466552734,157.5177764892578,164.92071533203125,164.4290771484375,34.900001525878906,110.00230407714844
2019-07-31,322.989990234375,29.870309829711914,213.57244873046875,54.36968994140625,42.026702880859375,90.5412139892578,142.15829467773438,127.59725952148438,122.5199966430664,242.34521484375,70.20263671875,284.1492614746094,130.79449462890622,47.91666793823242,115.8779754638672,169.88523864746094,157.855712890625,174.96902465820312,42.310001373291016,114.47567749023438
2019-08-31,293.75,24.19049072265625,199.0772705078125,50.12666702270508,43.08782958984375,85.23255157470703,136.44253540039062,115.31917572021484,131.97000122070312,257.99526977539057,73.3588638305664,268.57797241210943,136.05908203125,40.56496047973633,111.94366455078124,153.93850708007812,144.95262145996094,158.44729614257812,42.650001525878906,107.57727813720705
2019-09-30,267.6199951171875,26.479677200317386,202.31857299804688,53.04869079589844,43.88611221313477,89.52271270751953,129.54386901855472,122.40306854248048,125.33999633789062,242.9135589599609,77.4798812866211,291.6424255371094,137.96136474609378,42.222328186035156,112.78047943115234,151.75894165039062,157.9650421142578,158.46682739257812,41.20000076293945,109.43830108642578
2019-10-31,287.4100036621094,30.645713806152344,208.32281494140625,54.65913772583008,43.83720779418945,91.75634765625,129.14625549316406,134.58731079101562,120.3499984741211,255.81381225585938,78.92353820800781,303.1157531738281,129.05531311035156,38.4529914855957,110.44119262695312,178.4235076904297,167.49130249023438,161.8713836669922,29.96999931335449,104.44290161132812
2019-11-30,314.6600036621094,29.262550354003906,217.32237243652344,57.54450225830078,43.18190383911133,98.81262969970705,150.67726135253906,141.35572814941406,121.3499984741211,262.9828491210937,79.45894622802734,312.4760437011719,132.41572570800778,36.62053680419922,112.48011016845705,199.8791046142578,178.8447265625,173.1158905029297,30.90999984741211,110.63327026367188
2019-12-31,323.57000732421875,30.826417922973636,225.74624633789062,57.23761749267578,43.983924865722656,101.67790985107422,144.6300048828125,144.23695373535156,122.43000030517578,271.32992553710943,80.07540893554688,333.7415466308594,134.5992431640625,39.93585205078125,115.72593688964844,204.44818115234372,175.03038024902344,177.83749389648438,32.049999237060554,116.9545669555664
2020-01-31,345.0899963378906,28.01529693603516,233.4239501953125,51.37773895263672,42.442481994628906,98.60514831542969,138.30999755859378,129.18754577636722,124.63999938964844,291.87969970703125,82.90830993652344,298.3976135253906,140.16717529296878,38.491920471191406,102.8866958618164,192.3406524658203,156.4573516845703,176.4898681640625,32.47999954223633,108.00878143310548
2020-02-29,369.0299987792969,23.76502990722656,198.3220672607422,44.83243179321289,39.73025131225586,87.54156494140625,117.6500015258789,122.1946029663086,107.4800033569336,264.84487915039057,76.41702270507812,274.89938354492193,128.37567138671878,31.727731704711914,90.68218231201172,182.90257263183597,149.1328125,158.12550354003906,33.200000762939446,107.9024429321289
2020-03-31,375.5,24.14443397521973,152.7051239013672,33.65262222290039,34.005340576171875,50.00958251953125,96.5999984741211,114.12960052490234,118.61000061035156,244.06846618652344,70.56210327148438,246.13568115234372,126.03656005859376,11.562024116516113,70.39673614501953,177.17999267578125,133.39053344726562,139.5533447265625,24.559999465942386,88.70658874511719
2020-04-30,419.8500061035156,29.599868774414066,181.1836242675781,35.65516662597656,37.21992492675781,64.23285675048828,108.1500015258789,115.51487731933594,121.0500030517578,291.7068786621094,75.39069366455078,272.95803833007807,136.49441528320312,16.57423210144043,89.3803482055664,195.77999877929688,161.16873168945312,158.10569763183594,28.68000030517578,108.44664764404295
2020-05-31,419.7300109863281,30.12482833862305,195.3075256347656,34.736927032470696,39.168453216552734,67.93293762207031,117.3000030517578,119.23699951171876,136.16999816894528,324.41510009765625,83.09300231933594,308.2532043457031,139.4119873046875,12.92989730834961,90.3967742919922,197.32000732421875,168.54708862304688,169.0126190185547,30.96999931335449,112.368896484375
2020-06-30,455.0400085449219,31.52874183654785,196.43072509765625,36.3916244506836,38.7842903137207,62.49151229858398,111.51000213623048,125.55965423583984,139.57000732421878,328.8668212890625,80.22134399414062,312.7731628417969,140.38365173339844,18.282093048095703,87.96188354492188,187.6499938964844,172.18435668945312,168.22657775878906,29.790000915527344,122.00904083251952
2020-07-31,488.8800048828125,33.990535736083984,196.7686920166016,36.41139221191406,42.58511352539063,63.699607849121094,116.94000244140624,132.8800048828125,164.02000427246094,349.59814453125,80.07311248779297,340.0223388671875,151.00054931640625,15.72459888458252,82.74706268310547,172.69000244140625,192.0601959228516,172.48521423339844,36.400001525878906,114.25912475585938
2020-08-31,529.5599975585939,35.040000915527344,204.8699951171875,35.97651290893555,44.58502197265625,69.02999877929689,131.8699951171875,142.30999755859375,171.19000244140625,366.4200134277344,77.51370239257812,365.42999267578125,156.6814422607422,12.727534294128418,83.93000030517578,177.3699951171875,207.25,192.44000244140625,40.58000183105469,116.87999725341795
2020-09-30,500.0299987792969,29.95000076293945,200.97000122070312,35.849998474121094,46.02774047851562,71.86000061035156,124.08000183105469,149.14999389648438,165.22000122070312,360.6000061035156,78.93000030517578,356.7699890136719,147.66000366210938,10.010000228881836,72.0,169.41000366210938,211.16000366210938,196.8699951171875,44.5,116.73999786376952
2020-10-31,541.4500122070311,32.150001525878906,211.22999572753903,38.25,45.27999877929688,78.66000366210938,126.58999633789062,163.61000061035156,168.94000244140625,351.510009765625,81.05000305175781,386.239990234375,152.63999938964844,10.449999809265137,72.94999694824219,174.49000549316406,221.7700042724609,204.80999755859372,45.97999954223633,123.04000091552734
