timestamp,open,high,low,close,Returns,date,uperBBand,middleBBand,lowerBBand
2017-11-15,149.05,149.37,144.9,146.31,-0.018822492050236783,1,,,
2017-11-16,146.27,146.58,145.09,145.83,-0.0032860986645969845,2,,,
2017-11-17,145.8,148.75,145.79,148.02,0.014905840043846446,3,,,
2017-11-20,149.65,152.12,146.96,147.54,-0.003248074313164226,4,,,
2017-11-29,147.52,149.85,146.9,149.15,0.010853185504601515,5,,,
2017-12-01,149.08,150.01,147.7,149.76,0.004081501768524287,6,,,
2017-12-05,149.73,149.78,148.66,148.73,-0.0069014311247754135,7,,,
2017-12-06,148.72,150.67,148.71,150.4,0.011165829911233079,8,,,
2017-12-13,150.54,151.51,149.82,150.23,-0.0011309584414072205,9,,,
2017-12-14,150.16,151.9,149.84,150.59,0.0023934590243957455,10,,,
2017-12-15,150.52,151.24,149.79,150.65,0.00039835347758218306,11,,,
2017-12-19,150.933,150.933,149.1562,149.4637,-0.007905711593084123,12,,,
2017-12-22,149.4637,149.4637,149.4637,149.4637,0.0,13,,,
2017-12-25,149.4637,149.4637,149.4637,149.4637,0.0,14,,,
2018-01-01,149.4637,149.4637,149.4637,149.4637,0.0,15,152.57697603951524,149.00431999999998,145.4316639604847
2018-01-11,149.4008,150.7047,149.1126,150.2989,0.005572424052979313,16,152.43180700515933,149.27024666666662,146.10868632817392
2018-01-12,150.251,155.8905,150.0434,155.8501,0.036268669819539634,17,154.44541394254836,149.9382533333333,145.43109272411826
2018-01-16,155.7718,160.2946,155.7028,159.9347,0.02587095907240693,18,158.24755272934686,150.73256666666663,143.2175806039864
2018-01-17,159.832,159.9395,157.8995,158.227,-0.010734896119146072,19,159.9572783136904,151.4450333333333,142.9327883529762
2018-01-18,158.227,158.227,158.227,158.227,0.0,20,161.3850263704319,152.0501666666666,142.7153069629013
2018-01-19,158.1757,158.2987,156.7582,156.7582,-0.009326220064551473,21,162.15151962089905,152.5167133333333,142.88190704576758
2018-01-23,156.708,158.425,153.6283,153.6324,-0.02014175477506941,22,162.15513906371638,152.84353999999996,143.53194093628355
2018-01-24,153.5678,154.6742,152.7968,153.7018,0.00045162563215947785,23,162.24091983469071,153.06365999999994,143.88640016530917
2018-02-01,153.6585,155.7983,153.6077,155.6117,0.01234944011796615,24,162.52063276688676,153.42243999999994,144.3242472331131
2018-02-02,155.5552,156.308,153.786,154.3837,-0.007922739649920721,25,162.58711744548776,153.67535333333325,144.76358922117873
2018-02-05,154.3473,154.3646,152.1243,152.2116,-0.014169404040345432,26,162.52193612417568,153.77945999999991,145.03698387582415
2018-02-06,152.1296,155.4323,147.7774,147.7774,-0.029564570543909575,27,162.8104232883005,153.66703999999993,144.52365671169935
2018-02-07,147.7363,149.8221,147.6385,149.5803,0.012126284891899286,28,162.79612467449175,153.67481333333328,144.5535019921748
2018-02-13,149.5413,150.0165,148.6635,149.7752,0.001302130928200813,29,162.75885316757282,153.69557999999998,144.63230683242713
2018-02-14,149.7618,151.4526,146.9494,148.3948,-0.00925921361735192,30,162.91715549488842,153.62431999999998,144.33148450511155
2018-02-16,148.3285,151.4645,147.5069,149.3652,0.0065180241509179785,31,163.01105619238,153.56207333333333,144.11309047428665
2018-02-21,149.3348,152.3255,146.7731,151.485,0.014092296307628958,32,162.67161539562795,153.27106666666666,143.87051793770536
2018-02-27,151.4307,152.4371,148.7354,152.0692,0.003849070256712067,33,161.03838327401942,152.7467,144.45501672598058
2018-03-01,152.0385,153.2406,150.9236,152.4775,0.0026813637752759736,34,159.80315315562564,152.3634,144.9236468443744
2018-03-02,152.4356,154.4695,152.2106,154.2357,0.011464907664295802,35,158.58131593773203,152.09731333333335,145.61331072893466
2018-03-06,154.1876,154.391,147.2296,149.5143,-0.03108991141263726,36,157.4721207399993,151.61438666666666,145.75665259333402
2018-03-07,149.5006,150.8875,148.2035,149.5572,0.0002868879200742019,37,157.16664452294833,151.3427066666667,145.51876881038504
2018-03-13,149.4981,150.5417,148.7846,149.69899999999998,0.0009476830262000905,38,156.7574058975959,151.07585333333336,145.3943007690708
2018-03-16,149.666,150.2282,145.2987,146.3332,-0.022740398131635555,39,155.99697602833484,150.4572866666667,144.91759730499857
2018-03-19,146.2496,146.5883,146.0317,146.3767,0.00029722261064780433,40,155.34765745649042,149.9234866666667,144.49931587684296
2018-03-20,146.3368,146.4287,145.8289,145.91299999999998,-0.003172882171438958,41,155.23418590033447,149.50358000000003,143.7729740996656
2018-03-21,146.0569,146.5127,145.4808,146.187,0.001876070389353925,42,155.40681723227965,149.39755333333335,143.38828943438705
2018-03-22,146.1288,146.6775,143.7791,146.4838,0.0020282180644240586,43,155.46555050482993,149.19112,142.9166894951701
2018-03-23,146.45,146.9598,143.9328,146.3761,-0.0007355053037659716,44,155.46122009577536,148.96451333333334,142.46780657089133
