XAUUSD_timestamp,open,high,low,close,Returns
2020-02-03 00:05:00+00:00,1589.245,1589.435,1588.89,1588.985,-0.00016674532011962118
2020-02-03 00:10:00+00:00,1588.995,1589.2,1588.495,1588.825,-0.000100693209816205
2020-02-03 00:15:00+00:00,1588.82,1589.16,1588.545,1588.91,5.349865466630632e-05
2020-02-03 00:20:00+00:00,1588.905,1589.915,1588.8,1589.71,0.0005034898137716848
2020-02-03 00:25:00+00:00,1589.7,1589.89,1588.875,1589.095,-0.00038686301275070445
2020-02-03 00:30:00+00:00,1589.1,1589.115,1587.695,1587.74,-0.0008526865920539528
2020-02-03 00:35:00+00:00,1587.745,1587.75,1584.67,1585.37,-0.0014926877196519417
2020-02-03 00:40:00+00:00,1585.385,1586.105,1584.61,1585.295,-4.730756858006835e-05
2020-02-03 00:45:00+00:00,1585.29,1585.785,1584.125,1585.63,0.00021131713655830886
2020-02-03 00:50:00+00:00,1585.635,1586.35,1585.33,1586.05,0.0002648789440158339
2020-02-03 00:55:00+00:00,1586.035,1586.74,1585.76,1586.4,0.00022067400145031613
2020-02-03 01:00:00+00:00,1586.405,1586.6,1582.86,1585.145,-0.0007910993444276704
2020-02-03 01:05:00+00:00,1585.11,1585.61,1582.275,1583.25,-0.001195474231064031
2020-02-03 01:10:00+00:00,1583.255,1585.13,1582.285,1585.11,0.0011747986736143634
2020-02-03 01:15:00+00:00,1585.105,1585.73,1584.1,1584.71,-0.0002523484174599133
2020-02-03 01:20:00+00:00,1584.715,1587.785,1584.23,1587.005,0.0014482144998138047
2020-02-03 01:25:00+00:00,1587.01,1588.105,1586.545,1587.49,0.0003056071026870111
2020-02-03 01:30:00+00:00,1587.525,1587.94,1584.005,1585.09,-0.0015118205469011325
2020-02-03 01:35:00+00:00,1585.085,1585.34,1583.495,1584.075,-0.0006403421887715144
2020-02-03 01:40:00+00:00,1584.08,1584.375,1582.975,1583.555,-0.0003282672853242019
2020-02-03 01:45:00+00:00,1583.55,1584.635,1582.975,1583.86,0.00019260461430126163
2020-02-03 01:50:00+00:00,1583.855,1583.865,1582.605,1582.79,-0.0006755647595115821
2020-02-03 01:55:00+00:00,1582.785,1583.33,1582.35,1582.475,-0.000199015662216806
2020-02-03 02:00:00+00:00,1582.48,1583.225,1581.95,1582.96,0.00030648193494386966
2020-02-03 02:05:00+00:00,1582.925,1583.445,1582.59,1582.84,-7.580734825907154e-05
2020-02-03 02:10:00+00:00,1582.845,1583.685,1582.655,1583.035,0.0001231962801042652
2020-02-03 02:15:00+00:00,1583.03,1583.38,1582.345,1582.655,-0.00024004522957488117
2020-02-03 02:20:00+00:00,1582.67,1583.335,1582.36,1583.235,0.00036647279413393186
2020-02-03 02:25:00+00:00,1583.24,1583.31,1582.305,1582.925,-0.00019580163399612882
2020-02-03 02:30:00+00:00,1582.93,1583.32,1581.595,1583.23,0.00019268127043292615
2020-02-03 02:35:00+00:00,1583.225,1584.07,1583.005,1583.62,0.00024633186586897615
2020-02-03 02:40:00+00:00,1583.615,1583.905,1583.105,1583.11,-0.0003220469557090322
2020-02-03 02:45:00+00:00,1583.115,1583.69,1583.075,1583.32,0.00013265028961972902
2020-02-03 02:50:00+00:00,1583.315,1583.505,1582.795,1582.88,-0.0002778970770278555
2020-02-03 02:55:00+00:00,1582.89,1583.19,1582.615,1582.915,2.2111594056406503e-05
2020-02-03 03:00:00+00:00,1582.93,1583.57,1582.085,1583.44,0.0003316665771693206
2020-02-03 03:05:00+00:00,1583.43,1583.59,1582.52,1582.71,-0.00046102157328353766
2020-02-03 03:10:00+00:00,1582.705,1582.935,1582.275,1582.465,-0.00015479778354854368
2020-02-03 03:15:00+00:00,1582.475,1582.71,1581.4,1581.61,-0.0005402963098709579
2020-02-03 03:20:00+00:00,1581.615,1581.995,1580.84,1581.235,-0.0002371001700798292
2020-02-03 03:25:00+00:00,1581.24,1581.34,1579.795,1580.67,-0.0003573156425198398
2020-02-03 03:30:00+00:00,1580.665,1581.22,1580.05,1580.22,-0.0002846894038603942
2020-02-03 03:35:00+00:00,1580.24,1581.125,1579.93,1581.065,0.000534735669716957
2020-02-03 03:40:00+00:00,1581.075,1581.44,1580.935,1581.14,4.7436379908560866e-05
2020-02-03 03:45:00+00:00,1581.145,1581.19,1580.21,1580.435,-0.00044588082016783215
2020-02-03 03:50:00+00:00,1580.4,1580.63,1579.7,1580.09,-0.00021829433035847057
2020-02-03 03:55:00+00:00,1580.11,1580.62,1579.69,1580.39,0.00018986260276321332
2020-02-03 04:00:00+00:00,1580.385,1580.915,1580.21,1580.82,0.00027208473857709414
2020-02-03 04:05:00+00:00,1580.81,1580.915,1580.495,1580.86,2.530332359151899e-05
2020-02-03 04:10:00+00:00,1580.87,1581.105,1580.61,1581.005,9.172222714237677e-05
2020-02-03 04:15:00+00:00,1581.0,1581.01,1579.655,1579.895,-0.0007020850661446643
2020-02-03 04:20:00+00:00,1579.9,1580.675,1579.75,1580.675,0.0004937036954988372
2020-02-03 04:25:00+00:00,1580.68,1580.975,1580.51,1580.725,3.163205592549012e-05
2020-02-03 04:30:00+00:00,1580.72,1581.23,1580.155,1580.975,0.0001581552768508132
2020-02-03 04:35:00+00:00,1580.965,1581.24,1580.83,1581.23,0.00016129287306898554
2020-02-03 04:40:00+00:00,1581.235,1581.5,1580.99,1581.06,-0.00010751124124896982
2020-02-03 04:45:00+00:00,1581.045,1581.275,1580.68,1580.975,-5.3761400579332985e-05
2020-02-03 04:50:00+00:00,1580.965,1581.155,1580.385,1580.98,3.1626053542677113e-06
2020-02-03 04:55:00+00:00,1580.975,1581.215,1580.9,1581.01,1.897557211338885e-05
2020-02-03 05:00:00+00:00,1581.015,1581.31,1580.585,1580.895,-7.273831285070642e-05
2020-02-03 05:05:00+00:00,1580.9,1581.005,1580.395,1580.475,-0.0002656722932263822
2020-02-03 05:10:00+00:00,1580.485,1581.025,1580.325,1580.485,6.32721175586326e-06
2020-02-03 05:15:00+00:00,1580.495,1580.52,1579.97,1580.265,-0.00013919777789717092
2020-02-03 05:20:00+00:00,1580.26,1580.26,1579.81,1580.155,-6.96085783081779e-05
2020-02-03 05:25:00+00:00,1580.165,1580.665,1579.37,1580.545,0.0002468112305438197
2020-02-03 05:30:00+00:00,1580.535,1581.035,1579.97,1580.59,2.847119189897107e-05
2020-02-03 05:35:00+00:00,1580.585,1580.88,1580.22,1580.29,-0.00018980254208866842
2020-02-03 05:40:00+00:00,1580.285,1580.69,1580.22,1580.4,6.960747710871296e-05
2020-02-03 05:45:00+00:00,1580.395,1580.535,1580.07,1580.32,-5.0620096178288776e-05
2020-02-03 05:50:00+00:00,1580.305,1580.515,1579.705,1579.89,-0.0002720967905233129
2020-02-03 05:55:00+00:00,1579.9,1579.955,1579.605,1579.795,-6.01307685977881e-05
2020-02-03 06:00:00+00:00,1579.79,1580.765,1579.51,1580.605,0.0005127247522620504
2020-02-03 06:05:00+00:00,1580.615,1580.72,1579.835,1579.865,-0.00046817516077701793
2020-02-03 06:10:00+00:00,1579.86,1580.915,1579.6,1580.775,0.0005759985821573999
2020-02-03 06:15:00+00:00,1580.765,1580.905,1579.975,1580.12,-0.0004143537189038593
2020-02-03 06:20:00+00:00,1580.115,1580.435,1579.61,1579.92,-0.00012657266536708622
2020-02-03 06:25:00+00:00,1579.93,1580.055,1579.605,1579.61,-0.00019621246645407098
2020-02-03 06:30:00+00:00,1579.62,1579.8,1579.115,1579.5,-6.963744215338075e-05
2020-02-03 06:35:00+00:00,1579.495,1580.145,1579.26,1579.83,0.0002089268755935958
2020-02-03 06:40:00+00:00,1579.835,1580.47,1579.375,1580.405,0.00036396321123155495
2020-02-03 06:45:00+00:00,1580.395,1580.6,1579.985,1580.56,9.807612605627902e-05
2020-02-03 06:50:00+00:00,1580.54,1580.555,1579.78,1579.865,-0.00043971756845673227
2020-02-03 06:55:00+00:00,1579.875,1580.13,1579.215,1579.405,-0.0002911641184532021
2020-02-03 07:00:00+00:00,1579.4,1579.975,1577.295,1577.905,-0.0009497247381133889
2020-02-03 07:05:00+00:00,1577.89,1579.21,1577.745,1578.83,0.0005862203364588314
2020-02-03 07:10:00+00:00,1578.835,1579.16,1577.995,1578.195,-0.0004021965632778901
2020-02-03 07:15:00+00:00,1578.2,1578.33,1575.98,1576.56,-0.0010359936509747314
2020-02-03 07:20:00+00:00,1576.565,1577.16,1576.03,1576.18,-0.00024103110569839714
2020-02-03 07:25:00+00:00,1576.185,1576.26,1575.24,1575.515,-0.0004219061274727265
2020-02-03 07:30:00+00:00,1575.49,1576.4,1574.89,1575.87,0.00022532314830381317
2020-02-03 07:35:00+00:00,1575.845,1575.905,1574.74,1574.855,-0.0006440886621357222
