eod_ts,Rs_returns,Os_returns,Cs_returns,Rp_returns,Rm_returns,Dc_returns,La_returns,Pf_returns,Cp_returns,Ds_returns
2014-01-31,,,,,,,,,,
2014-02-28,-0.29625964491505874,-0.15847537827363115,-0.17937431474994917,0.06779880193361244,0.018014318679508944,0.04437538182952092,0.05537435199130022,-0.4382616296872975,0.31977864118761257,0.6067610910378983
2014-03-31,0.46441625611780374,-0.007178305552211008,-0.08113757172906416,0.016235223650328447,-0.0034787515896979346,0.0077199175217611375,0.11470345394757121,-0.024844813441926173,0.2756933735552612,0.37689406184495583
2014-04-30,0.09953010584572074,-0.04083123326591139,0.15884795930192755,0.025272799921426056,0.03834850000006307,-0.01803799254454822,-0.0002548361199300124,0.49912799415805426,0.16606281601523404,0.3037629641498262
2014-05-31,0.07130282937952812,0.1542067632976856,0.07728965906684486,0.005346590680246441,-0.0006109277945080679,-0.012931222488489363,0.03728691720040992,0.8667794095365299,-0.1280431517649682,0.1857002492609146
2014-06-30,0.03483148781223563,-0.024781986678953972,0.05965416081245988,-0.030564638230576077,-0.051872423542620304,0.02364499896268605,0.0026463888302885904,0.1368930205588136,-0.14651812487893573,0.15902337635788125
2014-07-31,-0.013395373411450915,-0.06255312201478788,-0.020046912381478595,-0.027214009514079054,0.012059619036683648,-0.04038768627906822,-0.027173980178404885,0.04047059301162899,-0.17808353183562656,0.14870100830967528
2014-08-31,-0.030324139949521947,0.06540729387181494,-0.03077948803608016,0.0030786472405935844,0.03060832026101696,-0.027498055222801528,-0.02622483261522128,0.019429323606291855,-0.39759536666517453,0.10334516033444945
2014-09-30,-0.10244349915275132,0.13439594822605758,0.09560438087117429,-0.1408195219327532,-0.11793259051326042,0.051172483433783764,0.04652453542681407,0.4132100606005197,-0.06885757655503659,0.07756200873500724
2014-10-31,-0.10755573017723868,0.3724472177754704,0.07496537969213486,-0.06778501697063721,-0.17836768110129256,0.0743045517137858,0.004590965439008518,-0.004133741746305289,0.44335206959235857,0.0798244257653135
2014-11-30,0.03679632766352581,0.45575150356847405,0.33415526924995564,0.04838546836982124,-0.07578886134399193,0.016535872194382274,-0.015241294996966723,-0.015266471444003098,0.4030520228788106,0.06853193093327423
2014-12-31,0.058056955189081896,0.3005522114773793,0.21570332665153022,0.018896141323752662,0.0616510198746886,0.011904965287116634,-0.057090145764686885,-0.008720791650984999,0.1687106340905032,0.05509008573405031
2015-01-31,-0.012749908868883155,0.23660417870954736,0.15311036556313018,0.04444757718462938,0.015830674614340727,0.08585252842438415,-0.19805046397176387,-0.1984635898808029,-0.037304366827776436,0.02419376463780425
2015-02-28,0.054684146304085544,0.09521356289105372,0.10085159779817648,0.00777977946307041,0.04695868061695318,0.011891722956519342,0.12124308854975155,0.12650698712801972,-0.007306116168476736,0.02411171966493894
2015-03-31,-0.028345338894536456,0.0740210741272466,0.03461823417426502,-0.06879457208822479,0.04409753981403095,-0.01845714163411684,0.09187450861692377,0.0827999034568219,0.004362195900438731,0.029748075767156556
2015-04-30,-0.046873997927827586,0.03982650788053585,0.009618458527968228,0.04963675205127073,0.038107758047415174,0.04466353052456182,0.010246216825171033,-0.0016370266416983615,0.09273148146798672,0.030077075640120052
2015-05-31,0.07293479273976848,0.044926930227659166,0.03090063258439717,0.1150727624746945,0.0849565955840233,-0.009705362609030842,-0.057282655377786464,0.015567585074470943,0.0942349110018461,0.02750689414726874
2015-06-30,0.014834959087337944,-0.0031776369790936032,-0.03583118189934183,0.042673643948718525,0.009607050962364616,-0.019125146531759316,0.06197085988581034,-0.011785406341482346,0.013592897000976186,0.02687421352303482
2015-07-31,0.04700674671940113,0.003403929531150865,-0.006853703342047382,0.029992522293743253,0.03387925525022469,-0.011682067283103668,-0.031959228350863386,-0.03218655069869515,-0.03674944848623608,0.027956640023006588
2015-08-31,-0.03322012266026544,0.0076711630046946535,-0.0026589430000070816,0.013959792491052819,0.017601446052498897,0.025618844359329374,-0.1088803664678699,-0.08492157772260837,-0.11600700457211169,0.021065073118573717
2015-09-30,0.028551494038706826,-0.016605761232176528,-0.014521479981422275,0.017249778965320366,-0.009292838708449118,-0.022562700291576455,-0.14070803048186906,-0.15363194591996188,-0.025088563511559,0.011237325504520439
2015-10-31,0.047577116996663366,-0.029709594747292983,-0.004251196859132147,0.02897297146708081,0.019738452724521387,-0.06606259060350765,0.09922582710996429,0.0041527096086334475,0.016210351094923442,-0.000491374621467526
2015-11-30,-0.024077462821481203,0.002692339818647247,0.014231422422725308,0.005731082924321157,0.01874756390758128,-0.0052812523005029005,0.05877042741062449,-0.23620429869813359,0.030355067623460043,0.028857202385340293
2015-12-31,-0.12270297445842931,0.006674132987927256,0.03902878328472133,-0.01730307875834787,0.008232907530152876,0.047139711119907314,0.04242499894002238,0.35061757359530304,0.04664273233836077,0.01849852323650283
2016-01-31,0.013588518815178046,0.02720110200271162,0.010745654822095774,0.0019490632472450894,-0.0020154777208592897,0.025102725957277555,-0.09579051895797619,-0.04745762580960893,0.04370636736483275,0.014309158887004719
2016-02-29,-0.1028695124540635,0.04679358297154879,0.05539511022026243,-0.001691758014094601,-0.018864060800337087,-0.01542571342110324,-0.19626235139975506,0.11131989267132185,-0.07070781382780572,0.014196697705759452
2016-03-31,-0.09418285506711678,0.02174644903304373,0.011869833012455389,-0.018725539803170464,-0.020311628587273842,0.002731640955826238,0.22780657472708038,0.061096170208178084,-0.06426083312427974,0.01720416621095649
