date_time,Unnamed: 0,tick_num,open,high,low,close,volume,cum_buy_volume,cum_ticks,cum_dollar_value,Returns,HiddenStates
2020-02-03 15:32:16.321000+00:00,39,60880,1.10479,1.105,1.10458,1.10473,4221959000.0,2545360000.0,1522,4664510628.02,-5.431043847957002e-05,1
2020-02-03 15:45:35.124000+00:00,40,62402,1.10474,1.1050200000000001,1.1045200000000002,1.10453,4041199000.0,2430500000.0,1522,4464624460.6,-0.0001810561007272894,1
2020-02-03 15:56:16.174000+00:00,41,63924,1.1045200000000002,1.10556,1.10447,1.10553,3570875000.0,2078425000.0,1522,3945860070.75,0.0009049528684695738,0
2020-02-03 16:03:03.610000+00:00,42,65446,1.10554,1.1059700000000001,1.10546,1.10569,4508640000.0,2459500000.0,1522,4985236034.2,0.00014471649160133698,1
2020-02-03 16:20:32.525000+00:00,43,66968,1.10568,1.10602,1.10538,1.10596,4130648000.0,2428492000.0,1522,4567071899.119999,0.0002441616000191844,0
2020-02-03 16:38:06.101000+00:00,44,68490,1.10595,1.10618,1.1055700000000002,1.1059700000000001,3087550000.0,1751525000.0,1522,3414408288.5,9.04187745527753e-06,1
2020-02-03 16:51:28.373000+00:00,45,70012,1.10598,1.10643,1.10582,1.1064200000000002,3661907000.0,2181525000.0,1522,4050413361.35,0.0004067998917060364,0
2020-02-03 17:11:47.094000+00:00,46,71534,1.1064100000000001,1.10656,1.1061,1.10636,3304420000.0,1898925000.0,1522,3655695882.1,-5.423042508938415e-05,1
2020-02-03 17:32:43.948000+00:00,47,73056,1.10635,1.10664,1.10612,1.10618,3385820000.0,2034000000.0,1522,3745939821.4,-0.00016270892313557394,1
2020-02-03 18:01:16.600000+00:00,48,74578,1.10617,1.10625,1.10576,1.1058299999999999,3738750000.0,2106700000.0,1522,4135129612.0,-0.0003164542682182006,0
2020-02-03 18:34:49.178000+00:00,49,76100,1.1058299999999999,1.10638,1.10582,1.10614,3720023000.0,2389500000.0,1522,4115157480.48,0.0002802931342010685,0
2020-02-03 19:01:37.412000+00:00,50,77622,1.10614,1.10625,1.1059,1.10617,2919150000.0,1709025000.0,1522,3228826681.75,2.712097310242777e-05,1
2020-02-03 19:46:16.862000+00:00,51,79144,1.10617,1.10646,1.1061,1.10633,4439630000.0,3004525000.0,1522,4911433998.200001,0.00014463276861373029,1
2020-02-03 20:15:22.981000+00:00,52,80666,1.1063399999999999,1.1065399999999999,1.1061,1.10615,4316066000.0,2785600000.0,1522,4774723951.58,-0.00016271333562087185,1
2020-02-03 20:49:15.937000+00:00,53,82188,1.10616,1.10616,1.10574,1.1057700000000001,4192600000.0,2344500000.0,1522,4636831710.0,-0.00034359290004925565,0
2020-02-03 21:40:13.951000+00:00,54,83710,1.10576,1.10604,1.1057,1.1059999999999999,3414531000.0,2160991000.0,1522,3776054279.65,0.00020797822633387901,1
2020-02-03 23:17:07.409000+00:00,55,85232,1.10601,1.1062,1.1058700000000001,1.10618,2338144000.0,1274564000.0,1522,2586097300.9800034,0.00016273540163741726,1
2020-02-04 01:00:01.159000+00:00,56,86754,1.10617,1.1063100000000001,1.10592,1.1061,4220200000.0,2710000000.0,1522,4668109252.0,-7.232357570895313e-05,1
2020-02-04 01:48:52.021000+00:00,57,88276,1.10612,1.1064200000000002,1.10592,1.10628,4192625000.0,2606500000.0,1522,4637465907.0,0.00016272069029466454,1
2020-02-04 02:34:41.329000+00:00,58,89798,1.10628,1.10633,1.10561,1.10563,4318236000.0,2586045000.0,1522,4775653955.4800005,-0.0005877273656798403,0
2020-02-04 03:30:32.724000+00:00,59,91320,1.10564,1.10599,1.10556,1.10566,3954296000.0,2509240000.0,1522,4372442326.6,2.7133483172212712e-05,1
2020-02-04 04:13:36.636000+00:00,60,92842,1.10566,1.10594,1.10563,1.10594,4239550000.0,2514000000.0,1522,4688103621.5,0.0002532103468040679,0
2020-02-04 05:40:22.186000+00:00,61,94364,1.10594,1.1063399999999999,1.1058700000000001,1.1059999999999999,4433713000.0,2730600000.0,1522,4903867617.77,5.425101948063974e-05,1
2020-02-04 06:27:05.845000+00:00,62,95886,1.1059999999999999,1.10626,1.10578,1.10615,4113100000.0,2539000000.0,1522,4549092454.25,0.0001356146737153603,1
2020-02-04 07:00:53.924000+00:00,63,97408,1.10614,1.10636,1.1057700000000001,1.10581,4702976000.0,2814488000.0,1522,5201940041.39,-0.00030741966642954563,0
2020-02-04 07:19:57.859000+00:00,64,98930,1.10581,1.10581,1.10524,1.1054,4095728000.0,2566488000.0,1522,4527766342.4,-0.00037083769040356635,0
2020-02-04 07:38:22.242000+00:00,65,100452,1.10538,1.10558,1.10495,1.10497,3862270000.0,2086025000.0,1522,4268668251.15,-0.0003890751371258372,0
2020-02-04 07:55:59.705000+00:00,66,101974,1.1049799999999999,1.10527,1.1049200000000001,1.10519,4246187000.0,2684540000.0,1522,4692159980.24,0.00019908061020614825,1
2020-02-04 08:08:13.529000+00:00,67,103496,1.1051799999999998,1.1052799999999998,1.1048799999999999,1.10522,4205260000.0,2520832000.0,1522,4647200746.86,2.714428545121705e-05,1
2020-02-04 08:17:24.632000+00:00,68,105018,1.10522,1.10588,1.10515,1.10572,4173394000.0,2567326000.0,1522,4614263434.099999,0.00045229631606811925,0
2020-02-04 08:28:50.947000+00:00,69,106540,1.10572,1.1058700000000001,1.10517,1.10553,3589498000.0,2104000000.0,1522,3968575403.76,-0.00017184850240154812,1
2020-02-04 08:45:38.250000+00:00,70,108062,1.10553,1.1058,1.10543,1.1055,3491428000.0,2031500000.0,1522,3860123854.32,-2.7136673859514693e-05,1
2020-02-04 09:00:34.780000+00:00,71,109584,1.10551,1.10592,1.10525,1.1055700000000002,3636000000.0,2223000000.0,1522,4019991500.0,6.331776020064334e-05,1
2020-02-04 09:14:38.439000+00:00,72,111106,1.1055700000000002,1.1061,1.10542,1.1059,3795303000.0,2312482000.0,1522,4197030348.3299994,0.00029844402361277415,0
2020-02-04 09:32:01.863000+00:00,73,112628,1.1059,1.10594,1.10544,1.10572,4544010000.0,2769460000.0,1522,5024443867.12,-0.00016277660755237527,1
2020-02-04 09:48:06.582000+00:00,74,114150,1.1057299999999999,1.10602,1.1055,1.10572,4672525000.0,2997000000.0,1522,5166730334.75,0.0,1
2020-02-04 10:06:52.151000+00:00,75,115672,1.10572,1.1057700000000001,1.1052799999999998,1.10561,4175500000.0,2521500000.0,1522,4616177615.0,-9.948763874304903e-05,1
2020-02-04 10:24:31.180000+00:00,76,117194,1.1056,1.10571,1.10501,1.10513,4514551000.0,2770000000.0,1522,4990230797.54,-0.0004342437442148657,0
2020-02-04 10:46:33.564000+00:00,77,118716,1.10513,1.10538,1.10495,1.10538,3703242000.0,2433346000.0,1522,4092799281.17,0.00022619214666845492,1
2020-02-04 11:14:50.437000+00:00,78,120238,1.10538,1.10582,1.1052600000000001,1.1055,3625638000.0,2173525000.0,1522,4008232176.95,0.00010855406002828684,1
2020-02-04 11:44:33.898000+00:00,79,121760,1.1055,1.10564,1.1052899999999999,1.10544,3329600000.0,1858500000.0,1522,3680717272.5,-5.427555701623629e-05,1
2020-02-04 12:11:25.266000+00:00,80,123282,1.10544,1.10551,1.1047,1.1048,3174915000.0,1806000000.0,1522,3508790070.05,-0.0005791226454024009,0
2020-02-04 12:40:53.987000+00:00,81,124804,1.1048,1.1052600000000001,1.1046200000000002,1.10467,3633275000.0,2213248000.0,1522,4014629749.26,-0.00011767527972774272,1
2020-02-04 13:00:06.049000+00:00,82,126326,1.1046799999999999,1.1047,1.10432,1.1044200000000002,4317950000.0,2610823000.0,1522,4769073906.750002,-0.00022633754266901705,1
2020-02-04 13:24:14.480000+00:00,83,127848,1.1044200000000002,1.10507,1.10433,1.1049,3588840000.0,2375125000.0,1522,3964670381.5,0.0004345228464435567,0
2020-02-04 13:39:00.862000+00:00,84,129370,1.1049,1.1050799999999998,1.1046,1.1048799999999999,3310639000.0,2066815000.0,1522,3657817955.95,-1.8101349456054536e-05,1
2020-02-04 13:57:56.688000+00:00,85,130892,1.1048799999999999,1.10496,1.1045200000000002,1.10461,3972586000.0,2419198000.0,1522,4388735565.73,-0.0002444002926864835,0
2020-02-04 14:13:55.362000+00:00,86,132414,1.1046,1.10467,1.1043399999999999,1.1045200000000002,4173000000.0,2559000000.0,1522,4609085930.0,-8.148003969885305e-05,1
2020-02-04 14:31:57.806000+00:00,87,133936,1.10451,1.1046799999999999,1.1044100000000001,1.10465,3842145000.0,2470545000.0,1522,4244005937.8,0.00011769125974921372,1
2020-02-04 14:44:33.147000+00:00,88,135458,1.10466,1.10467,1.10422,1.1043399999999999,3575763000.0,2428508000.0,1522,3949036785.8200026,-0.00028067125884210966,0
2020-02-04 14:59:48.886000+00:00,89,136980,1.10433,1.1045399999999999,1.10408,1.1044200000000002,4162998000.0,2569000000.0,1522,4597248496.24,7.243883449075022e-05,1
2020-02-04 15:13:23.622000+00:00,90,138502,1.1044200000000002,1.10484,1.10432,1.10446,4992988000.0,3374902000.0,1522,5515010745.4,3.621744957122948e-05,1
2020-02-04 15:29:26.554000+00:00,91,140024,1.10446,1.10466,1.10374,1.1038,3512111000.0,2045511000.0,1522,3878575683.47,-0.0005977557168560662,0
2020-02-04 15:40:00.419000+00:00,92,141546,1.1038,1.104,1.10361,1.10362,3738381000.0,2301764000.0,1522,4126362619.4200006,-0.0001630863183252835,1
2020-02-04 15:54:06.692000+00:00,93,143068,1.1036,1.10407,1.10331,1.10404,3610470000.0,2301001000.0,1522,3984508644.34,0.00038049337766423775,0
2020-02-04 16:04:29.297000+00:00,94,144590,1.10404,1.10422,1.1036,1.10378,3944477000.0,2490666000.0,1522,4354357235.159998,-0.00023552644799110624,1
2020-02-04 16:24:42.672000+00:00,95,146112,1.10378,1.1039,1.10338,1.10344,3440254000.0,2069645000.0,1522,3796922665.7400017,-0.00030807984948418,0
2020-02-04 16:45:29.753000+00:00,96,147634,1.10343,1.10364,1.1032899999999999,1.10353,4048561000.0,2650143000.0,1522,4467681406.510001,8.155978563350775e-05,1
2020-02-04 17:06:30.490000+00:00,97,149156,1.10354,1.1045200000000002,1.10354,1.10436,4784959000.0,3146882000.0,1522,5283309724.969999,0.0007518490858679156,0
2020-02-04 17:21:24.350000+00:00,98,150678,1.10433,1.10438,1.10402,1.10408,4476100000.0,2551500000.0,1522,4942386240.0,-0.0002535726589813213,0
2020-02-04 17:53:19.553000+00:00,99,152200,1.10409,1.1044,1.1038299999999999,1.10406,3957988000.0,2579025000.0,1522,4370026272.6,-1.811479344650159e-05,1
2020-02-04 18:22:01.634000+00:00,100,153722,1.10407,1.10447,1.1036700000000002,1.10428,2920477000.0,1688894000.0,1522,3224181099.240001,0.00019924468218463545,1
2020-02-04 19:03:42.761000+00:00,101,155244,1.10427,1.10432,1.1039299999999999,1.1041,3784933000.0,2216075000.0,1522,4179143711.41,-0.00016301542343121712,1
2020-02-04 19:59:30.092000+00:00,102,156766,1.1041100000000001,1.10446,1.10404,1.10433,3786559000.0,2380367000.0,1522,4181314681.89,0.0002082927698242792,1
2020-02-04 20:43:07.875000+00:00,103,158288,1.10432,1.1044200000000002,1.10412,1.10436,3240764000.0,2018270000.0,1522,3578799598.54,2.7165423850215584e-05,1
2020-02-04 21:39:40.435000+00:00,104,159810,1.10435,1.10458,1.1042399999999999,1.10456,4178800000.0,2701150000.0,1522,4615137953.75,0.00018108396913110137,1
2020-02-04 22:49:20.722000+00:00,105,161332,1.10456,1.10458,1.10425,1.10447,2473180000.0,1390728000.0,1522,2731520021.72,-8.148372819724485e-05,1
