date_time,Unnamed: 0,tick_num,open,high,low,close,volume,cum_buy_volume,cum_ticks,cum_dollar_value,Returns,HiddenStates
2020-02-03 00:11:20.010000+00:00,1,3044,1589.285,1589.435,1588.745,1588.88,501910.0,260660.0,1522,797593009.75,-0.0002454257992589891,0
2020-02-03 00:16:18.781000+00:00,2,4566,1588.885,1589.055,1588.495,1589.045,515780.0,268080.0,1522,819459862.5999997,0.00010384134310800583,0
2020-02-03 00:23:50.535000+00:00,3,6088,1589.075,1589.91,1588.605,1589.85,505736.0,284304.0,1522,803678136.1599997,0.0005064653077293304,0
2020-02-03 00:32:25.736000+00:00,4,7610,1589.84,1589.915,1588.065,1588.24,481657.0,246837.0,1522,765425350.59,-0.001013187252550155,1
2020-02-03 00:36:25.858000+00:00,5,9132,1588.23,1588.435,1586.04,1586.165,438649.0,212396.0,1522,696301433.1499999,-0.001307331796374329,1
2020-02-03 00:38:35.169000+00:00,6,10654,1586.17,1586.395,1585.31,1585.325,474733.0,260092.0,1522,752908393.4649996,-0.0005297194817843277,0
2020-02-03 00:41:01.239000+00:00,7,12176,1585.32,1585.67,1584.61,1585.67,484145.0,259100.0,1522,767417582.65,0.0002175973165277509,0
2020-02-03 00:45:19.809000+00:00,8,13698,1585.675,1586.105,1584.655,1584.655,486501.0,246305.0,1522,771431824.6599997,-0.0006403129235515831,0
2020-02-03 00:48:39.780000+00:00,9,15220,1584.65,1585.425,1584.125,1585.255,535994.0,293734.0,1522,849477265.68,0.00037855964817022116,0
2020-02-03 00:53:35.944000+00:00,10,16742,1585.24,1586.18,1585.065,1586.085,460250.0,246460.0,1522,729808751.15,0.0005234380539146134,0
2020-02-03 00:58:46.046000+00:00,11,18264,1586.12,1586.74,1585.76,1586.605,485896.0,271438.0,1522,770742208.7600001,0.00032779755012693067,0
2020-02-03 01:00:25.870000+00:00,12,19786,1586.595,1586.66,1585.29,1585.48,496950.0,248070.0,1522,788156125.3000001,-0.0007093126742618817,1
2020-02-03 01:01:08.920000+00:00,13,21308,1585.485,1586.6,1584.185,1584.225,532980.0,272675.0,1522,844906888.8000003,-0.0007918718401745367,1
