EURUSD_timestamp,open,high,low,close
2020-02-03 00:00:00+00:00,1.10889,1.10889,1.108,1.10818
2020-02-03 01:00:00+00:00,1.10818,1.10876,1.10802,1.10831
2020-02-03 02:00:00+00:00,1.10831,1.10846,1.10803,1.10818
2020-02-03 03:00:00+00:00,1.10818,1.10839,1.10802,1.10812
2020-02-03 04:00:00+00:00,1.10812,1.1085,1.10811,1.10818
2020-02-03 05:00:00+00:00,1.10819,1.10848,1.10814,1.10844
2020-02-03 06:00:00+00:00,1.10843,1.10862,1.10816,1.10825
2020-02-03 07:00:00+00:00,1.10825,1.10846,1.10704,1.10747
2020-02-03 08:00:00+00:00,1.10748,1.10785,1.10642,1.10662
2020-02-03 09:00:00+00:00,1.10664,1.10728,1.10591,1.10727
2020-02-03 10:00:00+00:00,1.10726,1.10742,1.10643,1.10648
2020-02-03 11:00:00+00:00,1.10649,1.10683,1.10584,1.10627
2020-02-03 12:00:00+00:00,1.10626,1.10666,1.10614,1.1066
2020-02-03 13:00:00+00:00,1.10658,1.10667,1.10617,1.10632
2020-02-03 14:00:00+00:00,1.10632,1.10637,1.1045,1.10474
2020-02-03 15:00:00+00:00,1.10454,1.10597,1.10354,1.10556
2020-02-03 16:00:00+00:00,1.10556,1.10656,1.10538,1.10621
2020-02-03 17:00:00+00:00,1.10621,1.10664,1.10576,1.10587
2020-02-03 18:00:00+00:00,1.10587,1.10638,1.10582,1.10614
2020-02-03 19:00:00+00:00,1.10615,1.10654,1.1061,1.10635
2020-02-03 20:00:00+00:00,1.10635,1.1064,1.1057,1.10581
2020-02-03 21:00:00+00:00,1.10579,1.10614,1.10576,1.1061
2020-02-03 22:00:00+00:00,1.10596,1.10616,1.10587,1.10592
2020-02-03 23:00:00+00:00,1.10591,1.10631,1.10591,1.10623
2020-02-04 00:00:00+00:00,1.10624,1.10631,1.10592,1.1061
2020-02-04 01:00:00+00:00,1.10609,1.10642,1.10592,1.10602
2020-02-04 02:00:00+00:00,1.10602,1.10605,1.10557,1.10586
2020-02-04 03:00:00+00:00,1.10587,1.10599,1.10556,1.1058
2020-02-04 04:00:00+00:00,1.1058,1.1061,1.10574,1.106
2020-02-04 05:00:00+00:00,1.106,1.10634,1.10578,1.10584
2020-02-04 06:00:00+00:00,1.10583,1.10636,1.10582,1.10592
2020-02-04 07:00:00+00:00,1.10591,1.10591,1.10488,1.10502
2020-02-04 08:00:00+00:00,1.105,1.10592,1.10497,1.10578
2020-02-04 09:00:00+00:00,1.10578,1.1061,1.10529,1.10558
2020-02-04 10:00:00+00:00,1.10558,1.10571,1.10495,1.10556
2020-02-04 11:00:00+00:00,1.10554,1.10582,1.10522,1.10541
2020-02-04 12:00:00+00:00,1.1054,1.10542,1.10432,1.10442
2020-02-04 13:00:00+00:00,1.10441,1.10508,1.10433,1.10444
2020-02-04 14:00:00+00:00,1.10444,1.10468,1.10408,1.10446
2020-02-04 15:00:00+00:00,1.10443,1.10484,1.10331,1.10384
2020-02-04 16:00:00+00:00,1.10384,1.10431,1.10329,1.10428
2020-02-04 17:00:00+00:00,1.10428,1.10452,1.10367,1.10373
2020-02-04 18:00:00+00:00,1.10372,1.10447,1.10366,1.10411
2020-02-04 19:00:00+00:00,1.1041,1.10446,1.10404,1.1042
2020-02-04 20:00:00+00:00,1.10421,1.10447,1.10412,1.10444
2020-02-04 21:00:00+00:00,1.10443,1.10458,1.10436,1.10446
2020-02-04 22:00:00+00:00,1.10448,1.10454,1.10425,1.10452
2020-02-04 23:00:00+00:00,1.10451,1.10459,1.1044,1.10447
2020-02-05 00:00:00+00:00,1.10447,1.10449,1.10422,1.10432
2020-02-05 01:00:00+00:00,1.10432,1.10438,1.10398,1.10404
2020-02-05 02:00:00+00:00,1.10404,1.10411,1.10339,1.10344
2020-02-05 03:00:00+00:00,1.10344,1.10366,1.10337,1.10343
2020-02-05 04:00:00+00:00,1.10342,1.10354,1.10338,1.10346
2020-02-05 05:00:00+00:00,1.10344,1.10382,1.10337,1.10379
