GDAXIm_timestamp,open,high,low,close
2020-02-03 01:00:00+00:00,12987.5,13041.05,12981.25,13039.5
2020-02-03 02:00:00+00:00,13039.55,13043.05,12995.55,12997.8
2020-02-03 03:00:00+00:00,12997.5,13022.3,12985.75,13010.75
2020-02-03 04:00:00+00:00,13010.65,13013.8,13000.5,13004.5
2020-02-03 05:00:00+00:00,13004.25,13032.8,13003.0,13015.5
2020-02-03 06:00:00+00:00,13015.75,13025.1,12984.55,13019.8
2020-02-03 07:00:00+00:00,13022.55,13035.05,12997.5,13021.5
2020-02-03 08:00:00+00:00,13021.75,13054.65,12998.2,13033.45
2020-02-03 09:00:00+00:00,13033.65,13041.65,13000.8,13002.75
2020-02-03 10:00:00+00:00,13002.45,13023.4,12988.95,13005.0
2020-02-03 11:00:00+00:00,13005.4,13026.5,13000.25,13004.4
2020-02-03 12:00:00+00:00,13004.2,13013.2,12989.2,12999.9
2020-02-03 13:00:00+00:00,13000.15,13035.4,12995.9,13012.5
2020-02-03 14:00:00+00:00,13012.25,13056.9,12994.45,13052.2
2020-02-03 15:00:00+00:00,13052.4,13080.9,13036.95,13054.75
2020-02-03 16:00:00+00:00,13054.45,13065.7,13020.95,13035.95
2020-02-03 17:00:00+00:00,13035.75,13049.5,13021.7,13045.95
2020-02-03 18:00:00+00:00,13046.0,13048.0,13025.55,13039.0
2020-02-03 19:00:00+00:00,13038.75,13042.5,13022.55,13035.0
2020-02-03 20:00:00+00:00,13034.75,13054.7,13020.45,13029.25
2020-02-03 21:00:00+00:00,,,,
2020-02-03 22:00:00+00:00,,,,
2020-02-03 23:00:00+00:00,,,,
2020-02-04 00:00:00+00:00,,,,
2020-02-04 01:00:00+00:00,13047.5,13081.2,13047.5,13076.2
2020-02-04 02:00:00+00:00,13076.25,13078.95,13058.2,13068.75
2020-02-04 03:00:00+00:00,13068.45,13106.45,13057.9,13095.65
2020-02-04 04:00:00+00:00,13095.95,13111.7,13089.9,13096.65
2020-02-04 05:00:00+00:00,13097.1,13118.7,13094.4,13110.9
2020-02-04 06:00:00+00:00,13110.7,13149.45,13108.9,13136.9
2020-02-04 07:00:00+00:00,13136.35,13146.45,13107.2,13136.75
2020-02-04 08:00:00+00:00,13136.95,13199.35,13119.6,13186.55
2020-02-04 09:00:00+00:00,13186.85,13201.9,13170.35,13197.3
2020-02-04 10:00:00+00:00,13197.55,13199.1,13182.6,13188.3
2020-02-04 11:00:00+00:00,13188.55,13212.35,13180.6,13203.8
2020-02-04 12:00:00+00:00,13204.05,13232.6,13199.05,13230.8
2020-02-04 13:00:00+00:00,13231.05,13248.05,13220.05,13247.8
2020-02-04 14:00:00+00:00,13247.6,13273.3,13240.15,13266.25
2020-02-04 15:00:00+00:00,13266.5,13272.35,13246.6,13259.8
2020-02-04 16:00:00+00:00,13259.6,13291.6,13249.6,13281.65
2020-02-04 17:00:00+00:00,13281.9,13294.6,13274.1,13290.65
2020-02-04 18:00:00+00:00,13291.0,13291.65,13266.55,13283.6
2020-02-04 19:00:00+00:00,13283.85,13292.4,13278.85,13287.4
2020-02-04 20:00:00+00:00,13287.15,13296.15,13274.1,13282.55
2020-02-04 21:00:00+00:00,,,,
2020-02-04 22:00:00+00:00,,,,
2020-02-04 23:00:00+00:00,,,,
2020-02-05 00:00:00+00:00,,,,
2020-02-05 01:00:00+00:00,13248.15,13278.65,13232.65,13276.2
2020-02-05 02:00:00+00:00,13276.4,13276.9,13260.4,13260.45
2020-02-05 03:00:00+00:00,13260.75,13268.95,13250.2,13265.45
2020-02-05 04:00:00+00:00,13265.0,13276.75,13262.95,13272.7
2020-02-05 05:00:00+00:00,13272.5,13274.75,13240.9,13245.65
2020-02-05 06:00:00+00:00,13245.55,13265.4,13241.9,13250.7
2020-02-05 07:00:00+00:00,13250.4,13271.2,13233.4,13238.9
2020-02-05 08:00:00+00:00,13239.2,13390.85,13223.3,13363.35
2020-02-05 09:00:00+00:00,13363.15,13480.1,13350.85,13464.8
2020-02-05 10:00:00+00:00,13464.85,13465.85,13430.6,13452.85
2020-02-05 11:00:00+00:00,13452.9,13471.4,13400.25,13415.3
2020-02-05 12:00:00+00:00,13415.55,13456.85,13411.3,13443.85
2020-02-05 13:00:00+00:00,13444.05,13486.1,13441.6,13477.85
2020-02-05 14:00:00+00:00,13478.05,13491.4,13446.8,13457.3
2020-02-05 15:00:00+00:00,13456.5,13478.35,13425.8,13472.3
2020-02-05 16:00:00+00:00,13472.55,13491.6,13455.35,13479.15
2020-02-05 17:00:00+00:00,13479.1,13488.35,13476.1,13481.05
2020-02-05 18:00:00+00:00,13481.35,13494.35,13474.8,13488.55
2020-02-05 19:00:00+00:00,13488.3,13507.9,13480.8,13505.4
2020-02-05 20:00:00+00:00,13505.6,13518.65,13496.0,13502.0
2020-02-05 21:00:00+00:00,,,,
2020-02-05 22:00:00+00:00,,,,
2020-02-05 23:00:00+00:00,,,,
2020-02-06 00:00:00+00:00,,,,
2020-02-06 01:00:00+00:00,13528.65,13528.7,13511.4,13520.25
2020-02-06 02:00:00+00:00,13520.5,13546.0,13520.5,13544.75
2020-02-06 03:00:00+00:00,13545.45,13551.5,13533.2,13542.5
2020-02-06 04:00:00+00:00,13542.2,13591.2,13536.7,13589.4
2020-02-06 05:00:00+00:00,13589.3,13595.2,13576.15,13581.65
2020-02-06 06:00:00+00:00,13581.9,13597.7,13575.4,13581.7
2020-02-06 07:00:00+00:00,13582.45,13584.7,13558.85,13584.0
2020-02-06 08:00:00+00:00,13583.5,13607.6,13548.8,13560.8
2020-02-06 09:00:00+00:00,13561.05,13583.9,13535.55,13561.55
2020-02-06 10:00:00+00:00,13560.75,13574.4,13545.8,13550.3
2020-02-06 11:00:00+00:00,13550.55,13574.35,13546.55,13570.4
2020-02-06 12:00:00+00:00,13569.6,13582.85,13563.55,13566.3
2020-02-06 13:00:00+00:00,13566.55,13574.35,13557.55,13568.05
2020-02-06 14:00:00+00:00,13568.35,13576.1,13533.6,13565.6
2020-02-06 15:00:00+00:00,13565.35,13573.4,13552.85,13562.8
2020-02-06 16:00:00+00:00,13562.6,13580.65,13559.05,13568.6
2020-02-06 17:00:00+00:00,13568.55,13581.15,13566.6,13579.65
2020-02-06 18:00:00+00:00,13579.1,13581.9,13567.6,13576.4
2020-02-06 19:00:00+00:00,13576.6,13581.65,13565.1,13565.4
2020-02-06 20:00:00+00:00,13565.6,13572.7,13552.15,13569.75
2020-02-06 21:00:00+00:00,,,,
2020-02-06 22:00:00+00:00,,,,
2020-02-06 23:00:00+00:00,,,,
2020-02-07 00:00:00+00:00,,,,
2020-02-07 01:00:00+00:00,13546.45,13558.5,13538.7,13540.55
2020-02-07 02:00:00+00:00,13540.8,13561.8,13539.0,13541.8
2020-02-07 03:00:00+00:00,13542.25,13549.55,13537.8,13548.3
2020-02-07 04:00:00+00:00,13548.5,13551.55,13540.55,13544.55
2020-02-07 05:00:00+00:00,13544.25,13548.3,13533.25,13539.55
2020-02-07 06:00:00+00:00,13539.3,13579.5,13534.5,13566.3
