,date_time,tick_num,open,high,low,close,volume,cum_buy_volume,cum_ticks,cum_dollar_value,Returns
1,2020-02-03 00:20:14.300000+00:00,3044,28332.0,28346.0,28317.5,28327.5,47760.0,23970.0,1522,1353198675.0,-0.00014119557375330416
2,2020-02-03 00:37:07.523000+00:00,4566,28327.0,28376.0,28322.5,28369.0,42960.0,22395.0,1522,1217630122.5,0.001463935424993818
3,2020-02-03 00:46:06.856000+00:00,6088,28369.5,28424.0,28368.5,28421.0,45673.0,22801.0,1522,1296949798.5,0.001831308840734878
4,2020-02-03 00:52:53.127000+00:00,7610,28421.5,28442.0,28398.0,28399.0,47556.0,22640.0,1522,1351511381.0,-0.0007743752586896203
5,2020-02-03 01:00:19.972000+00:00,9132,28398.5,28423.0,28357.5,28363.0,48178.0,22888.0,1522,1368132851.5,-0.0012684544176360991
6,2020-02-03 01:03:35.238000+00:00,10654,28364.5,28393.0,28360.5,28382.0,48497.0,24860.0,1522,1376428997.5,0.0006696625503584373
7,2020-02-03 01:06:53.914000+00:00,12176,28381.5,28389.0,28355.0,28377.0,48510.0,24300.0,1522,1376207280.0,-0.0001761835132026647
8,2020-02-03 01:10:25.552000+00:00,13698,28376.5,28412.5,28372.0,28403.0,48840.0,25380.0,1522,1386883875.0,0.0009158154919768908
9,2020-02-03 01:14:49.860000+00:00,15220,28402.5,28427.0,28402.0,28405.5,48492.0,24406.0,1522,1377906989.0,8.801499781242808e-05
10,2020-02-03 01:18:21.421000+00:00,16742,28406.0,28413.0,28382.0,28396.0,48420.0,24150.0,1522,1374980340.0,-0.000334498211792908
11,2020-02-03 01:23:16.791000+00:00,18264,28395.5,28415.0,28383.5,28384.0,48330.0,23940.0,1522,1372619520.0,-0.000422684049970423
12,2020-02-03 01:28:39.189000+00:00,19786,28384.5,28397.0,28367.0,28377.0,47970.0,23700.0,1522,1361286405.0,-0.0002466482280258165
13,2020-02-03 01:31:32.893000+00:00,21308,28377.5,28406.0,28363.0,28403.0,48810.0,25350.0,1522,1385501940.0,0.0009158154919768908
14,2020-02-03 01:33:42.344000+00:00,22830,28402.5,28459.0,28397.5,28447.0,50125.0,26425.0,1522,1424836167.5,0.001547933466515207
15,2020-02-03 01:36:29.077000+00:00,24352,28447.5,28459.0,28441.0,28445.0,48768.0,24478.0,1522,1387383823.0,-7.030865502440812e-05
16,2020-02-03 01:39:37.999000+00:00,25874,28445.5,28482.5,28440.5,28470.0,50058.0,26004.0,1522,1424804673.0,0.0008785030873354331
17,2020-02-03 01:44:10.414000+00:00,27396,28469.5,28486.5,28460.5,28462.5,48496.0,24134.0,1522,1380933131.0,-0.0002634699000882354
18,2020-02-03 01:52:12.158000+00:00,28918,28462.0,28471.0,28436.0,28458.0,55446.0,32826.0,1522,1577564492.0,-0.00015811526635832454
19,2020-02-03 02:01:16.078000+00:00,30440,28458.5,28495.0,28452.5,28493.5,60600.0,37396.0,1522,1725369757.0,0.0012466749637089422
20,2020-02-03 02:10:29.898000+00:00,31962,28494.0,28502.5,28444.0,28451.5,57840.0,33540.0,1522,1646617537.0,-0.0014751078274054018
21,2020-02-03 02:22:26.661000+00:00,33484,28452.0,28455.5,28427.0,28450.5,52726.0,30866.0,1522,1499731067.0,-3.5148149453558066e-05
22,2020-02-03 02:38:52.578000+00:00,35006,28451.0,28459.5,28421.5,28439.5,50816.0,28350.0,1522,1445234107.0,-0.0003867112018662055
23,2020-02-03 03:01:21.348000+00:00,36528,28439.0,28439.5,28406.0,28425.5,54662.0,31808.0,1522,1553399086.0,-0.0004923942770724256
24,2020-02-03 03:17:58.647000+00:00,38050,28426.0,28441.0,28398.0,28432.0,52024.0,30478.0,1522,1478368897.0,0.00022864178088430375
25,2020-02-03 03:45:19.570000+00:00,39572,28432.5,28461.0,28431.5,28441.0,56636.0,33379.0,1522,1611191388.0,0.00031649464860756415
26,2020-02-03 04:32:53.419000+00:00,41094,28441.5,28453.0,28421.5,28437.0,56278.0,33194.0,1522,1600360744.0,-0.0001406519218887709
27,2020-02-03 05:17:19.286000+00:00,42616,28436.5,28480.5,28433.5,28473.5,57136.0,34400.0,1522,1625744366.0,0.0012827160191752412
28,2020-02-03 05:47:52.523000+00:00,44138,28473.0,28489.0,28451.0,28452.5,55968.0,32711.0,1522,1593520361.0,-0.0007377999842816952
29,2020-02-03 06:16:35.854000+00:00,45660,28453.0,28460.0,28408.5,28421.0,56514.0,32976.0,1522,1607112761.5,-0.001107721635594751
30,2020-02-03 07:01:16.943000+00:00,47182,28421.5,28436.5,28394.0,28406.0,58197.0,34552.0,1522,1653583577.0,-0.0005279180793767967
31,2020-02-03 07:26:15.452000+00:00,48704,28407.0,28433.5,28395.5,28424.5,57324.0,34908.0,1522,1628859297.0,0.0006510588734386123
32,2020-02-03 07:46:32.823000+00:00,50226,28425.0,28457.0,28423.5,28445.0,55438.0,33004.0,1522,1576882669.0,0.0007209488702356937
33,2020-02-03 08:03:03.569000+00:00,51748,28445.5,28451.0,28419.0,28428.5,60092.0,35682.0,1522,1708789962.0,-0.0005802350994022181
34,2020-02-03 08:11:21.616000+00:00,53270,28429.0,28438.5,28386.5,28398.0,61980.0,36350.0,1522,1761056790.0,-0.0010734429510426257
35,2020-02-03 08:19:27.186000+00:00,54792,28397.5,28403.0,28363.0,28377.0,60475.0,35479.0,1522,1716278361.5,-0.0007397622530227856
36,2020-02-03 08:29:41.099000+00:00,56314,28376.0,28379.5,28336.0,28362.0,62379.0,37348.0,1522,1768643600.0,-0.0005287368599888615
37,2020-02-03 08:41:11.821000+00:00,57836,28362.5,28396.0,28344.5,28392.0,58389.0,34613.0,1522,1656160567.5,0.0010571943050409675
38,2020-02-03 08:51:58.200000+00:00,59358,28392.5,28425.0,28367.0,28415.5,54662.0,29581.0,1522,1552024535.5,0.0008273555900369979
39,2020-02-03 09:03:37.452000+00:00,60880,28416.0,28420.0,28374.0,28384.5,51540.0,25890.0,1522,1463748615.0,-0.0010915494041545846
40,2020-02-03 09:13:44.825000+00:00,62402,28385.0,28387.0,28350.5,28383.0,52828.0,27628.0,1522,1498705689.5,-5.284713966084047e-05
41,2020-02-03 09:24:53.192000+00:00,63924,28382.5,28394.5,28362.5,28366.0,53546.0,28106.0,1522,1519571911.0,-0.0005991295180011136
42,2020-02-03 09:40:01.561000+00:00,65446,28365.5,28378.5,28345.0,28347.5,57687.0,32959.0,1522,1635951974.0,-0.0006524020085580528
43,2020-02-03 09:59:12.233000+00:00,66968,28348.0,28361.0,28334.0,28343.5,55245.0,30453.0,1522,1566033272.5,-0.0001411158740060001
44,2020-02-03 10:17:07.848000+00:00,68490,28344.0,28374.5,28324.0,28374.0,52869.0,28062.0,1522,1498677990.5,0.0010755058999419246
45,2020-02-03 10:29:54.322000+00:00,70012,28373.5,28384.5,28349.5,28379.5,66980.0,39410.0,1522,1899619442.5,0.000193820646029584
46,2020-02-03 10:44:15.642000+00:00,71534,28380.0,28380.0,28350.5,28357.0,70320.0,41130.0,1522,1994689410.0,-0.0007931402599564358
47,2020-02-03 10:58:51.134000+00:00,73056,28356.5,28379.0,28354.0,28363.0,68936.0,41360.0,1522,1955531555.0,0.00021156558612062386
48,2020-02-03 11:09:55.947000+00:00,74578,28362.5,28403.0,28361.5,28388.5,65086.0,39432.0,1522,1847570408.0,0.0008986547215882969
49,2020-02-03 11:26:36.661000+00:00,76100,28389.0,28398.0,28371.5,28375.5,68329.0,40868.0,1522,1939503882.5,-0.000458036791884987
50,2020-02-03 11:46:13.342000+00:00,77622,28375.0,28395.0,28369.5,28390.0,56922.0,34960.0,1522,1615502197.0,0.0005108736931892641
51,2020-02-03 12:05:10.918000+00:00,79144,28389.0,28407.0,28383.0,28387.0,57404.0,35268.0,1522,1629892839.0,-0.00010567659449392067
52,2020-02-03 12:30:39.748000+00:00,80666,28387.5,28389.0,28352.0,28377.5,62442.0,35380.0,1522,1771543367.0,-0.0003347162430285005
53,2020-02-03 12:54:23.082000+00:00,82188,28378.0,28397.0,28374.0,28378.0,57591.0,33323.0,1522,1634724191.5,1.7619437764089442e-05
54,2020-02-03 13:08:57.657000+00:00,83710,28378.5,28408.5,28375.5,28390.0,66663.0,39727.0,1522,1892660456.5,0.00042277339975831975
55,2020-02-03 13:21:03.625000+00:00,85232,28390.5,28437.5,28386.5,28437.0,72832.0,45223.0,1522,2069345645.5,0.001654143654134345
56,2020-02-03 13:35:25.462000+00:00,86754,28435.5,28461.0,28426.0,28436.0,53551.0,29587.0,1522,1523187079.0,-3.5166071777550803e-05
57,2020-02-03 13:50:43.291000+00:00,88276,28435.5,28438.0,28402.0,28403.5,47671.0,22741.0,1522,1354788126.5,-0.0011435710568120947
