,date_time,tick_num,open,high,low,close,volume,cum_buy_volume,cum_ticks,cum_dollar_value,Returns
1,2020-02-03 00:09:40.508000+00:00,3044,142.8515,142.8955,142.8435,142.8815,1036013000.0,580586000.0,1522,148017709765.5,0.0002029859946632933
2,2020-02-03 00:15:05.708000+00:00,4566,142.881,142.9255,142.876,142.9145,1117205000.0,698536000.0,1522,159656420395.5,0.0002309339539157915
3,2020-02-03 00:22:42.262000+00:00,6088,142.915,142.928,142.888,142.9105,1014420000.0,597866000.0,1522,144967940227.5,-2.79891542044769e-05
4,2020-02-03 00:32:47.789000+00:00,7610,142.91,142.93,142.898,142.93,1151954000.0,666657000.0,1522,164629232580.0,0.00013643972796193793
5,2020-02-03 00:37:56.890000+00:00,9132,142.9295,142.976,142.918,142.975,567998000.0,325300000.0,1522,81192137320.0,0.00031478988035601053
6,2020-02-03 00:40:28.894000+00:00,10654,142.975,143.034,142.971,143.022,971010000.0,572056000.0,1522,138860218549.5,0.0003286747792676374
7,2020-02-03 00:45:23.841000+00:00,12176,143.021,143.076,143.0015,143.0695,1215042000.0,697452000.0,1522,173779888043.0,0.00033206159872953197
8,2020-02-03 00:49:15.144000+00:00,13698,143.0685,143.0685,143.0085,143.019,955168000.0,540195000.0,1522,136618716099.5,-0.0003530376126583485
9,2020-02-03 00:54:15.690000+00:00,15220,143.018,143.018,142.9785,142.989,971204000.0,544033000.0,1522,138880250643.5,-0.00020978434246611766
10,2020-02-03 00:57:50.166000+00:00,16742,142.9895,143.036,142.9555,142.962,871579000.0,476389000.0,1522,124626830483.0,-0.00018884354368587695
11,2020-02-03 01:01:00.872000+00:00,18264,142.9625,142.974,142.8725,142.9125,1117138000.0,585287000.0,1522,159662437916.5,-0.00034630581247852666
12,2020-02-03 01:03:32.917000+00:00,19786,142.9115,142.954,142.892,142.8955,901332000.0,504837000.0,1522,128818672430.5,-0.00011896098093856936
13,2020-02-03 01:05:25.069000+00:00,21308,142.895,142.916,142.849,142.862,942780000.0,541707000.0,1522,134703059881.0,-0.00023446453831287698
14,2020-02-03 01:08:30.203000+00:00,22830,142.8625,142.948,142.856,142.933,792703000.0,493207000.0,1522,113271198476.5,0.0004968596473741273
15,2020-02-03 01:10:19.733000+00:00,24352,142.9325,142.9685,142.9205,142.944,513258000.0,288999000.0,1522,73368155012.5,7.695617349712575e-05
