,PLF,SYO,ZVQ,OOS,CIS,ERQ
2019-08-29 21:00:00,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
2019-09-01 21:00:00,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
2019-09-02 21:00:00,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
2019-09-03 21:00:00,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
2019-09-04 21:00:00,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
2019-09-05 21:00:00,0.05555555555555556,0.05555555555555556,0.05555555555555556,0.05555555555555556,0.7222222222222222,0.05555555555555556
2019-09-08 21:00:00,0.05555555555555556,0.05555555555555556,0.05555555555555556,0.7222222222222222,0.05555555555555556,0.05555555555555556
2019-09-09 21:00:00,0.11630249450806467,0.0,0.0,0.7673950109838859,0.0,0.11630249450804951
2019-09-10 21:00:00,0.21357077475475983,0.0,0.0,0.23952511715720148,0.33333333333333337,0.21357077475470543
2019-09-11 21:00:00,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
2019-09-12 21:00:00,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
2019-09-15 21:00:00,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333
2019-09-16 21:00:00,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0
2019-09-17 21:00:00,0.0,0.0,0.0,1.0,0.0,0.0
2019-09-18 21:00:00,0.0,0.0,0.3301192412577178,0.6698807587422823,0.0,0.0
2019-09-19 21:00:00,0.0,0.0,1.0,0.0,0.0,0.0
2019-09-22 21:00:00,0.33333333333333337,0.0,0.5072742189164373,0.0,0.15939244775022945,0.0
2019-09-23 21:00:00,0.05555555555555556,0.05555555555555556,0.05555555555555556,0.3888888888888889,0.3888888888888889,0.05555555555555556
2019-09-24 21:00:00,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
2019-09-25 21:00:00,0.33333333333334425,0.0,0.0,0.3333333333333333,0.0,0.3333333333333224
2019-09-26 21:00:00,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
2019-09-29 21:00:00,0.0,0.0,0.17739046199852987,0.8226095380014702,0.0,0.0
2019-09-30 21:00:00,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666
2019-10-01 21:00:00,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0
2019-10-02 21:00:00,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
2019-10-03 21:00:00,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0
2019-10-06 21:00:00,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0
2019-10-07 21:00:00,0.0,0.11471879474293507,0.0,0.4429245268561422,0.4423566784009227,0.0
2019-10-08 21:00:00,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0
2019-10-09 21:00:00,0.0,0.0,1.0,0.0,0.0,0.0
2019-10-10 21:00:00,0.0,0.0,1.0,0.0,0.0,0.0
2019-10-13 21:00:00,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0
2019-10-14 21:00:00,0.0,0.0,0.5009739599282562,0.0,0.4990260400717437,0.0
2019-10-15 21:00:00,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0
2019-10-16 21:00:00,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0
2019-10-17 21:00:00,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0
2019-10-20 21:00:00,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0
2019-10-21 21:00:00,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
2019-10-22 21:00:00,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
2019-10-23 21:00:00,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
2019-10-24 21:00:00,1.0,0.0,0.0,0.0,0.0,0.0
2019-10-27 21:00:00,0.0,0.0,0.0,0.0,1.0,0.0
2019-10-28 21:00:00,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0
2019-10-29 21:00:00,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
2019-10-30 21:00:00,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0
2019-10-31 21:00:00,0.0,0.0,0.8294279976971238,0.0,0.1705720023028761,0.0
2019-11-03 22:00:00,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0
2019-11-04 22:00:00,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0
2019-11-05 22:00:00,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666
2019-11-06 22:00:00,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0
2019-11-07 22:00:00,0.0,0.0,0.0,0.0,1.0,0.0
2019-11-10 22:00:00,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
2019-11-11 22:00:00,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
2019-11-12 22:00:00,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
2019-11-13 22:00:00,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0
