XAUUSD_timestamp,open,high,low,close
2020-02-03 00:00:00+00:00,1589.53,1590.17,1589.1,1589.25
2020-02-03 00:05:00+00:00,1589.245,1589.435,1588.89,1588.985
2020-02-03 00:10:00+00:00,1588.995,1589.2,1588.495,1588.825
2020-02-03 00:15:00+00:00,1588.82,1589.16,1588.545,1588.91
2020-02-03 00:20:00+00:00,1588.905,1589.915,1588.8,1589.71
2020-02-03 00:25:00+00:00,1589.7,1589.89,1588.875,1589.095
2020-02-03 00:30:00+00:00,1589.1,1589.115,1587.695,1587.74
2020-02-03 00:35:00+00:00,1587.745,1587.75,1584.67,1585.37
2020-02-03 00:40:00+00:00,1585.385,1586.105,1584.61,1585.295
2020-02-03 00:45:00+00:00,1585.29,1585.785,1584.125,1585.63
2020-02-03 00:50:00+00:00,1585.635,1586.35,1585.33,1586.05
2020-02-03 00:55:00+00:00,1586.035,1586.74,1585.76,1586.4
2020-02-03 01:00:00+00:00,1586.405,1586.6,1582.86,1585.145
2020-02-03 01:05:00+00:00,1585.11,1585.61,1582.275,1583.25
2020-02-03 01:10:00+00:00,1583.255,1585.13,1582.285,1585.11
2020-02-03 01:15:00+00:00,1585.105,1585.73,1584.1,1584.71
2020-02-03 01:20:00+00:00,1584.715,1587.785,1584.23,1587.005
2020-02-03 01:25:00+00:00,1587.01,1588.105,1586.545,1587.49
2020-02-03 01:30:00+00:00,1587.525,1587.94,1584.005,1585.09
2020-02-03 01:35:00+00:00,1585.085,1585.34,1583.495,1584.075
2020-02-03 01:40:00+00:00,1584.08,1584.375,1582.975,1583.555
2020-02-03 01:45:00+00:00,1583.55,1584.635,1582.975,1583.86
2020-02-03 01:50:00+00:00,1583.855,1583.865,1582.605,1582.79
2020-02-03 01:55:00+00:00,1582.785,1583.33,1582.35,1582.475
2020-02-03 02:00:00+00:00,1582.48,1583.225,1581.95,1582.96
2020-02-03 02:05:00+00:00,1582.925,1583.445,1582.59,1582.84
2020-02-03 02:10:00+00:00,1582.845,1583.685,1582.655,1583.035
2020-02-03 02:15:00+00:00,1583.03,1583.38,1582.345,1582.655
2020-02-03 02:20:00+00:00,1582.67,1583.335,1582.36,1583.235
2020-02-03 02:25:00+00:00,1583.24,1583.31,1582.305,1582.925
2020-02-03 02:30:00+00:00,1582.93,1583.32,1581.595,1583.23
2020-02-03 02:35:00+00:00,1583.225,1584.07,1583.005,1583.62
2020-02-03 02:40:00+00:00,1583.615,1583.905,1583.105,1583.11
2020-02-03 02:45:00+00:00,1583.115,1583.69,1583.075,1583.32
2020-02-03 02:50:00+00:00,1583.315,1583.505,1582.795,1582.88
2020-02-03 02:55:00+00:00,1582.89,1583.19,1582.615,1582.915
2020-02-03 03:00:00+00:00,1582.93,1583.57,1582.085,1583.44
2020-02-03 03:05:00+00:00,1583.43,1583.59,1582.52,1582.71
2020-02-03 03:10:00+00:00,1582.705,1582.935,1582.275,1582.465
2020-02-03 03:15:00+00:00,1582.475,1582.71,1581.4,1581.61
2020-02-03 03:20:00+00:00,1581.615,1581.995,1580.84,1581.235
2020-02-03 03:25:00+00:00,1581.24,1581.34,1579.795,1580.67
2020-02-03 03:30:00+00:00,1580.665,1581.22,1580.05,1580.22
2020-02-03 03:35:00+00:00,1580.24,1581.125,1579.93,1581.065
2020-02-03 03:40:00+00:00,1581.075,1581.44,1580.935,1581.14
2020-02-03 03:45:00+00:00,1581.145,1581.19,1580.21,1580.435
2020-02-03 03:50:00+00:00,1580.4,1580.63,1579.7,1580.09
2020-02-03 03:55:00+00:00,1580.11,1580.62,1579.69,1580.39
2020-02-03 04:00:00+00:00,1580.385,1580.915,1580.21,1580.82
2020-02-03 04:05:00+00:00,1580.81,1580.915,1580.495,1580.86
2020-02-03 04:10:00+00:00,1580.87,1581.105,1580.61,1581.005
2020-02-03 04:15:00+00:00,1581.0,1581.01,1579.655,1579.895
2020-02-03 04:20:00+00:00,1579.9,1580.675,1579.75,1580.675
2020-02-03 04:25:00+00:00,1580.68,1580.975,1580.51,1580.725
2020-02-03 04:30:00+00:00,1580.72,1581.23,1580.155,1580.975
2020-02-03 04:35:00+00:00,1580.965,1581.24,1580.83,1581.23
2020-02-03 04:40:00+00:00,1581.235,1581.5,1580.99,1581.06
2020-02-03 04:45:00+00:00,1581.045,1581.275,1580.68,1580.975
2020-02-03 04:50:00+00:00,1580.965,1581.155,1580.385,1580.98
2020-02-03 04:55:00+00:00,1580.975,1581.215,1580.9,1581.01
2020-02-03 05:00:00+00:00,1581.015,1581.31,1580.585,1580.895
2020-02-03 05:05:00+00:00,1580.9,1581.005,1580.395,1580.475
2020-02-03 05:10:00+00:00,1580.485,1581.025,1580.325,1580.485
2020-02-03 05:15:00+00:00,1580.495,1580.52,1579.97,1580.265
2020-02-03 05:20:00+00:00,1580.26,1580.26,1579.81,1580.155
2020-02-03 05:25:00+00:00,1580.165,1580.665,1579.37,1580.545
2020-02-03 05:30:00+00:00,1580.535,1581.035,1579.97,1580.59
2020-02-03 05:35:00+00:00,1580.585,1580.88,1580.22,1580.29
2020-02-03 05:40:00+00:00,1580.285,1580.69,1580.22,1580.4
2020-02-03 05:45:00+00:00,1580.395,1580.535,1580.07,1580.32
2020-02-03 05:50:00+00:00,1580.305,1580.515,1579.705,1579.89
2020-02-03 05:55:00+00:00,1579.9,1579.955,1579.605,1579.795
2020-02-03 06:00:00+00:00,1579.79,1580.765,1579.51,1580.605
2020-02-03 06:05:00+00:00,1580.615,1580.72,1579.835,1579.865
2020-02-03 06:10:00+00:00,1579.86,1580.915,1579.6,1580.775
2020-02-03 06:15:00+00:00,1580.765,1580.905,1579.975,1580.12
2020-02-03 06:20:00+00:00,1580.115,1580.435,1579.61,1579.92
2020-02-03 06:25:00+00:00,1579.93,1580.055,1579.605,1579.61
2020-02-03 06:30:00+00:00,1579.62,1579.8,1579.115,1579.5
2020-02-03 06:35:00+00:00,1579.495,1580.145,1579.26,1579.83
2020-02-03 06:40:00+00:00,1579.835,1580.47,1579.375,1580.405
2020-02-03 06:45:00+00:00,1580.395,1580.6,1579.985,1580.56
2020-02-03 06:50:00+00:00,1580.54,1580.555,1579.78,1579.865
2020-02-03 06:55:00+00:00,1579.875,1580.13,1579.215,1579.405
2020-02-03 07:00:00+00:00,1579.4,1579.975,1577.295,1577.905
2020-02-03 07:05:00+00:00,1577.89,1579.21,1577.745,1578.83
2020-02-03 07:10:00+00:00,1578.835,1579.16,1577.995,1578.195
2020-02-03 07:15:00+00:00,1578.2,1578.33,1575.98,1576.56
2020-02-03 07:20:00+00:00,1576.565,1577.16,1576.03,1576.18
2020-02-03 07:25:00+00:00,1576.185,1576.26,1575.24,1575.515
2020-02-03 07:30:00+00:00,1575.49,1576.4,1574.89,1575.87
2020-02-03 07:35:00+00:00,1575.845,1575.905,1574.74,1574.855
2020-02-03 07:40:00+00:00,1574.86,1575.105,1573.945,1574.355
2020-02-03 07:45:00+00:00,1574.35,1575.52,1574.155,1575.505
2020-02-03 07:50:00+00:00,1575.51,1576.47,1575.285,1576.315
2020-02-03 07:55:00+00:00,1576.305,1576.77,1575.94,1576.485
2020-02-03 08:00:00+00:00,1576.475,1576.545,1575.415,1576.485
2020-02-03 08:05:00+00:00,1576.49,1577.93,1576.375,1577.93
2020-02-03 08:10:00+00:00,1577.935,1578.48,1577.68,1578.035
2020-02-03 08:15:00+00:00,1578.025,1578.495,1577.725,1578.195
2020-02-03 08:20:00+00:00,1578.2,1579.505,1577.97,1579.375
2020-02-03 08:25:00+00:00,1579.385,1579.795,1578.28,1578.495
2020-02-03 08:30:00+00:00,1578.49,1578.86,1578.055,1578.845
2020-02-03 08:35:00+00:00,1578.85,1578.885,1577.09,1577.25
2020-02-03 08:40:00+00:00,1577.24,1577.48,1576.755,1576.775
2020-02-03 08:45:00+00:00,1576.77,1576.775,1575.31,1575.42
2020-02-03 08:50:00+00:00,1575.41,1575.83,1573.54,1575.8
2020-02-03 08:55:00+00:00,1575.78,1575.78,1574.77,1575.755
2020-02-03 09:00:00+00:00,1575.765,1576.85,1575.68,1576.26
2020-02-03 09:05:00+00:00,1576.255,1577.045,1575.855,1575.94
2020-02-03 09:10:00+00:00,1575.95,1576.295,1574.955,1575.445
2020-02-03 09:15:00+00:00,1575.45,1576.57,1575.3,1576.535
2020-02-03 09:20:00+00:00,1576.53,1577.525,1576.325,1577.22
2020-02-03 09:25:00+00:00,1577.27,1577.715,1577.035,1577.085
2020-02-03 09:30:00+00:00,1577.09,1577.755,1576.775,1577.185
2020-02-03 09:35:00+00:00,1577.19,1578.03,1577.105,1577.885
2020-02-03 09:40:00+00:00,1577.89,1578.31,1577.55,1578.295
2020-02-03 09:45:00+00:00,1578.285,1578.495,1577.58,1577.69
2020-02-03 09:50:00+00:00,1577.685,1578.77,1577.485,1578.615
2020-02-03 09:55:00+00:00,1578.62,1579.03,1578.49,1578.945
2020-02-03 10:00:00+00:00,1578.94,1579.42,1578.855,1579.285
2020-02-03 10:05:00+00:00,1579.295,1579.4,1578.17,1578.18
2020-02-03 10:10:00+00:00,1578.175,1578.345,1577.68,1578.12
2020-02-03 10:15:00+00:00,1578.135,1578.37,1577.575,1578.005
2020-02-03 10:20:00+00:00,1578.01,1578.725,1577.92,1578.325
2020-02-03 10:25:00+00:00,1578.335,1578.52,1577.37,1577.595
2020-02-03 10:30:00+00:00,1577.6,1579.34,1577.6,1579.0
2020-02-03 10:35:00+00:00,1579.005,1579.34,1578.72,1579.245
2020-02-03 10:40:00+00:00,1579.26,1579.465,1579.025,1579.345
2020-02-03 10:45:00+00:00,1579.335,1579.34,1578.76,1579.255
2020-02-03 10:50:00+00:00,1579.26,1580.65,1579.105,1579.895
2020-02-03 10:55:00+00:00,1579.9,1580.99,1579.9,1580.96
2020-02-03 11:00:00+00:00,1580.955,1581.3,1579.955,1580.395
2020-02-03 11:05:00+00:00,1580.39,1580.41,1579.035,1579.48
2020-02-03 11:10:00+00:00,1579.485,1579.785,1579.09,1579.425
2020-02-03 11:15:00+00:00,1579.41,1579.41,1578.995,1579.215
2020-02-03 11:20:00+00:00,1579.2,1579.62,1578.885,1578.925
2020-02-03 11:25:00+00:00,1578.92,1579.52,1578.7,1579.405
2020-02-03 11:30:00+00:00,1579.41,1579.93,1578.81,1579.915
2020-02-03 11:35:00+00:00,1579.91,1579.91,1579.585,1579.76
2020-02-03 11:40:00+00:00,1579.765,1580.49,1578.9,1579.035
2020-02-03 11:45:00+00:00,1579.04,1579.105,1578.205,1578.235
2020-02-03 11:50:00+00:00,1578.23,1579.035,1578.15,1578.405
2020-02-03 11:55:00+00:00,1578.4,1578.4,1578.07,1578.23
2020-02-03 12:00:00+00:00,1578.24,1578.315,1577.905,1578.075
2020-02-03 12:05:00+00:00,1578.08,1579.085,1577.97,1579.005
2020-02-03 12:10:00+00:00,1579.0,1579.62,1578.89,1579.51
2020-02-03 12:15:00+00:00,1579.505,1579.635,1578.875,1579.535
