EURUSD_timestamp,open,high,low,close
2020-02-03 12:50:00+00:00,1.10652,1.10666,1.10651,1.10655
2020-02-03 12:55:00+00:00,1.10656,1.10666,1.1065,1.1066
2020-02-03 13:00:00+00:00,1.10658,1.10661,1.10641,1.10644
2020-02-03 13:05:00+00:00,1.10646,1.10667,1.10638,1.10662
2020-02-03 13:10:00+00:00,1.10662,1.10666,1.10653,1.1066
2020-02-03 13:15:00+00:00,1.1066,1.1066,1.10636,1.10637
2020-02-03 13:20:00+00:00,1.10638,1.10663,1.10632,1.1065
2020-02-03 13:25:00+00:00,1.10651,1.10656,1.10621,1.10623
2020-02-03 13:30:00+00:00,1.10623,1.10644,1.10617,1.10632
2020-02-03 13:35:00+00:00,1.1063,1.10637,1.10622,1.10628
2020-02-03 13:40:00+00:00,1.10628,1.10633,1.10621,1.10632
2020-02-03 13:45:00+00:00,1.10633,1.10648,1.10632,1.10648
2020-02-03 13:50:00+00:00,1.10647,1.10656,1.10643,1.10643
2020-02-03 13:55:00+00:00,1.10643,1.10644,1.10624,1.10632
2020-02-03 14:00:00+00:00,1.10632,1.10637,1.10616,1.10618
2020-02-03 14:05:00+00:00,1.10618,1.10626,1.10593,1.10594
2020-02-03 14:10:00+00:00,1.10592,1.10605,1.10572,1.10572
2020-02-03 14:15:00+00:00,1.10573,1.10578,1.10561,1.10572
2020-02-03 14:20:00+00:00,1.10572,1.10574,1.10541,1.10543
2020-02-03 14:25:00+00:00,1.10542,1.10552,1.10533,1.10544
2020-02-03 14:30:00+00:00,1.10544,1.10548,1.10505,1.1051
2020-02-03 14:35:00+00:00,1.10509,1.1054,1.10502,1.10529
2020-02-03 14:40:00+00:00,1.10528,1.10528,1.10504,1.10507
2020-02-03 14:45:00+00:00,1.10507,1.10507,1.10462,1.1048
2020-02-03 14:50:00+00:00,1.10478,1.10486,1.1045,1.10462
2020-02-03 14:55:00+00:00,1.10462,1.10494,1.10452,1.10474
2020-02-03 15:00:00+00:00,1.10454,1.10484,1.10354,1.10443
2020-02-03 15:05:00+00:00,1.10444,1.105,1.10444,1.10485
2020-02-03 15:10:00+00:00,1.10484,1.10484,1.10436,1.10443
2020-02-03 15:15:00+00:00,1.10444,1.105,1.10442,1.1047
2020-02-03 15:20:00+00:00,1.1047,1.105,1.10458,1.10466
2020-02-03 15:25:00+00:00,1.10466,1.105,1.10466,1.10499
2020-02-03 15:30:00+00:00,1.10499,1.10502,1.10464,1.10495
2020-02-03 15:35:00+00:00,1.10494,1.10494,1.10463,1.10464
2020-02-03 15:40:00+00:00,1.10462,1.10488,1.1046,1.1046
2020-02-03 15:45:00+00:00,1.1046,1.10501,1.10447,1.10499
2020-02-03 15:50:00+00:00,1.10498,1.1051,1.10486,1.10509
2020-02-03 15:55:00+00:00,1.1051,1.10597,1.10509,1.10556
2020-02-03 16:00:00+00:00,1.10556,1.10593,1.10547,1.10572
2020-02-03 16:05:00+00:00,1.10572,1.10589,1.10547,1.10558
2020-02-03 16:10:00+00:00,1.10558,1.10561,1.10538,1.10559
2020-02-03 16:15:00+00:00,1.10561,1.10602,1.10555,1.10599
2020-02-03 16:20:00+00:00,1.10598,1.10602,1.10557,1.10572
2020-02-03 16:25:00+00:00,1.1057,1.10582,1.10557,1.10582
2020-02-03 16:30:00+00:00,1.10583,1.10614,1.10576,1.10609
2020-02-03 16:35:00+00:00,1.1061,1.10618,1.10592,1.10593
2020-02-03 16:40:00+00:00,1.10594,1.10614,1.10582,1.10608
2020-02-03 16:45:00+00:00,1.10608,1.10642,1.10608,1.10622
2020-02-03 16:50:00+00:00,1.10621,1.10656,1.10621,1.10641
2020-02-03 16:55:00+00:00,1.10642,1.10651,1.10612,1.10621
2020-02-03 17:00:00+00:00,1.10621,1.10628,1.1061,1.10612
2020-02-03 17:05:00+00:00,1.10612,1.10645,1.10612,1.10628
2020-02-03 17:10:00+00:00,1.10628,1.10664,1.10628,1.10661
2020-02-03 17:15:00+00:00,1.1066,1.10664,1.10637,1.10637
2020-02-03 17:20:00+00:00,1.10637,1.1065,1.10626,1.10628
2020-02-03 17:25:00+00:00,1.10628,1.10636,1.10612,1.10621
2020-02-03 17:30:00+00:00,1.10622,1.10624,1.10607,1.10612
2020-02-03 17:35:00+00:00,1.10611,1.10619,1.10605,1.10613
2020-02-03 17:40:00+00:00,1.10612,1.10614,1.10593,1.10595
2020-02-03 17:45:00+00:00,1.10595,1.10625,1.10594,1.1062
2020-02-03 17:50:00+00:00,1.10617,1.10617,1.10598,1.10607
2020-02-03 17:55:00+00:00,1.10606,1.10606,1.10576,1.10587
2020-02-03 18:00:00+00:00,1.10587,1.10623,1.10582,1.10623
2020-02-03 18:05:00+00:00,1.10622,1.10631,1.10615,1.1062
2020-02-03 18:10:00+00:00,1.10621,1.10635,1.10619,1.10629
2020-02-03 18:15:00+00:00,1.10628,1.10638,1.1062,1.10629
2020-02-03 18:20:00+00:00,1.10629,1.10633,1.10622,1.10623
2020-02-03 18:25:00+00:00,1.10622,1.10629,1.10617,1.10623
2020-02-03 18:30:00+00:00,1.10623,1.10624,1.10607,1.10613
2020-02-03 18:35:00+00:00,1.10614,1.10617,1.10598,1.10598
2020-02-03 18:40:00+00:00,1.10599,1.10618,1.10599,1.10609
2020-02-03 18:45:00+00:00,1.1061,1.10611,1.1059,1.10593
2020-02-03 18:50:00+00:00,1.10592,1.10615,1.10592,1.10609
2020-02-03 18:55:00+00:00,1.10608,1.10621,1.10608,1.10614
2020-02-03 19:00:00+00:00,1.10615,1.10626,1.10612,1.10616
2020-02-03 19:05:00+00:00,1.10616,1.1063,1.10616,1.10624
2020-02-03 19:10:00+00:00,1.10624,1.1063,1.10619,1.10622
2020-02-03 19:15:00+00:00,1.10623,1.1063,1.10618,1.1063
2020-02-03 19:20:00+00:00,1.1063,1.1063,1.10612,1.10617
2020-02-03 19:25:00+00:00,1.10617,1.10635,1.10614,1.10634
2020-02-03 19:30:00+00:00,1.10635,1.10635,1.1061,1.10626
2020-02-03 19:35:00+00:00,1.10626,1.10642,1.10624,1.10638
2020-02-03 19:40:00+00:00,1.10639,1.10646,1.10633,1.1064
2020-02-03 19:45:00+00:00,1.10639,1.1064,1.10624,1.10633
2020-02-03 19:50:00+00:00,1.10634,1.10637,1.10619,1.10622
2020-02-03 19:55:00+00:00,1.10621,1.10654,1.10615,1.10635
2020-02-03 20:00:00+00:00,1.10635,1.1064,1.10622,1.10629
2020-02-03 20:05:00+00:00,1.10628,1.10632,1.10614,1.10616
2020-02-03 20:10:00+00:00,1.10616,1.10617,1.1061,1.10614
2020-02-03 20:15:00+00:00,1.10614,1.10616,1.10611,1.10612
2020-02-03 20:20:00+00:00,1.10612,1.10616,1.10593,1.10594
2020-02-03 20:25:00+00:00,1.10595,1.10601,1.10594,1.10596
2020-02-03 20:30:00+00:00,1.10595,1.10597,1.10589,1.1059
2020-02-03 20:35:00+00:00,1.1059,1.1059,1.10579,1.10582
2020-02-03 20:40:00+00:00,1.10582,1.10594,1.10582,1.1059
2020-02-03 20:45:00+00:00,1.10592,1.10592,1.10574,1.10581
2020-02-03 20:50:00+00:00,1.10582,1.10587,1.10572,1.10586
2020-02-03 20:55:00+00:00,1.10587,1.10591,1.1057,1.10581
2020-02-03 21:00:00+00:00,1.10579,1.10589,1.10576,1.10587
2020-02-03 21:05:00+00:00,1.10587,1.10598,1.10586,1.10597
2020-02-03 21:10:00+00:00,1.10596,1.10601,1.10594,1.10599
2020-02-03 21:15:00+00:00,1.10598,1.10601,1.10594,1.10598
2020-02-03 21:20:00+00:00,1.10598,1.10598,1.10594,1.10596
2020-02-03 21:25:00+00:00,1.10598,1.10602,1.10594,1.10595
2020-02-03 21:30:00+00:00,1.10595,1.10604,1.10595,1.10602
2020-02-03 21:35:00+00:00,1.10602,1.10603,1.10596,1.10603
2020-02-03 21:40:00+00:00,1.10602,1.10614,1.10599,1.10614
2020-02-03 21:45:00+00:00,1.10613,1.10614,1.10601,1.10602
2020-02-03 21:50:00+00:00,1.10602,1.10609,1.10601,1.10609
2020-02-03 21:55:00+00:00,1.10608,1.10614,1.10606,1.1061
2020-02-03 22:00:00+00:00,1.10596,1.10596,1.10592,1.10593
2020-02-03 22:05:00+00:00,1.10594,1.10598,1.10587,1.10596
2020-02-03 22:10:00+00:00,1.10596,1.10596,1.10589,1.10592
2020-02-03 22:15:00+00:00,1.10592,1.10603,1.1059,1.10601
2020-02-03 22:20:00+00:00,1.106,1.10607,1.106,1.106
2020-02-03 22:25:00+00:00,1.10601,1.10602,1.106,1.10601
2020-02-03 22:30:00+00:00,1.10602,1.10611,1.10598,1.10603
2020-02-03 22:35:00+00:00,1.10603,1.10607,1.10594,1.10601
2020-02-03 22:40:00+00:00,1.10602,1.10607,1.10594,1.10598
2020-02-03 22:45:00+00:00,1.10598,1.10616,1.10597,1.10601
2020-02-03 22:50:00+00:00,1.10602,1.10605,1.10598,1.10601
2020-02-03 22:55:00+00:00,1.10602,1.10614,1.10591,1.10592
2020-02-03 23:00:00+00:00,1.10591,1.1062,1.10591,1.10618
2020-02-03 23:05:00+00:00,1.10618,1.1062,1.10618,1.10618
2020-02-03 23:10:00+00:00,1.10618,1.10618,1.10618,1.10618
2020-02-03 23:15:00+00:00,1.10618,1.1062,1.10616,1.1062
2020-02-03 23:20:00+00:00,1.10619,1.1062,1.10616,1.10619
2020-02-03 23:25:00+00:00,1.10618,1.10621,1.10618,1.1062
2020-02-03 23:30:00+00:00,1.1062,1.10623,1.10614,1.10615
2020-02-03 23:35:00+00:00,1.10615,1.1062,1.10614,1.10618
2020-02-03 23:40:00+00:00,1.10618,1.10631,1.10617,1.10629
2020-02-03 23:45:00+00:00,1.10629,1.10629,1.10622,1.10624
2020-02-03 23:50:00+00:00,1.10623,1.10625,1.10622,1.10624
2020-02-03 23:55:00+00:00,1.10625,1.10626,1.1062,1.10623
2020-02-04 00:00:00+00:00,1.10624,1.10631,1.10622,1.10626
2020-02-04 00:05:00+00:00,1.10626,1.10628,1.10619,1.1062
2020-02-04 00:10:00+00:00,1.10619,1.10621,1.10614,1.10621
2020-02-04 00:15:00+00:00,1.10621,1.10621,1.10614,1.10617
2020-02-04 00:20:00+00:00,1.10617,1.10622,1.10601,1.10604
2020-02-04 00:25:00+00:00,1.10604,1.1061,1.10603,1.10604
2020-02-04 00:30:00+00:00,1.10605,1.10612,1.10603,1.10612
2020-02-04 00:35:00+00:00,1.10612,1.10615,1.10609,1.10614
2020-02-04 00:40:00+00:00,1.10613,1.10615,1.10607,1.10607
2020-02-04 00:45:00+00:00,1.10608,1.10609,1.10601,1.10606
2020-02-04 00:50:00+00:00,1.10606,1.10607,1.10597,1.10597
2020-02-04 00:55:00+00:00,1.10596,1.10611,1.10592,1.1061
2020-02-04 01:00:00+00:00,1.10609,1.10621,1.10592,1.10617
2020-02-04 01:05:00+00:00,1.10616,1.10619,1.10609,1.10609
2020-02-04 01:10:00+00:00,1.10608,1.1061,1.10606,1.10607
2020-02-04 01:15:00+00:00,1.10607,1.1061,1.10603,1.10609
2020-02-04 01:20:00+00:00,1.10608,1.1061,1.10598,1.10598
2020-02-04 01:25:00+00:00,1.10598,1.10603,1.10595,1.10602
2020-02-04 01:30:00+00:00,1.10603,1.10612,1.10602,1.10603
2020-02-04 01:35:00+00:00,1.10604,1.10618,1.10602,1.10614
2020-02-04 01:40:00+00:00,1.10613,1.10616,1.10608,1.10616
2020-02-04 01:45:00+00:00,1.10616,1.10642,1.10616,1.10623
2020-02-04 01:50:00+00:00,1.10623,1.10633,1.10622,1.10622
2020-02-04 01:55:00+00:00,1.10622,1.10623,1.10602,1.10602
2020-02-04 02:00:00+00:00,1.10602,1.10605,1.10576,1.10576
2020-02-04 02:05:00+00:00,1.10575,1.10584,1.10572,1.10574
2020-02-04 02:10:00+00:00,1.10574,1.10574,1.10566,1.10572
2020-02-04 02:15:00+00:00,1.10573,1.10575,1.10568,1.10574
2020-02-04 02:20:00+00:00,1.10574,1.10575,1.10567,1.10568
2020-02-04 02:25:00+00:00,1.10568,1.10575,1.10564,1.10568
2020-02-04 02:30:00+00:00,1.10569,1.10575,1.10561,1.10564
2020-02-04 02:35:00+00:00,1.10565,1.10573,1.10561,1.10561
2020-02-04 02:40:00+00:00,1.10562,1.10563,1.10557,1.1056
2020-02-04 02:45:00+00:00,1.10561,1.10572,1.10561,1.1057
2020-02-04 02:50:00+00:00,1.10569,1.1058,1.10565,1.1058
2020-02-04 02:55:00+00:00,1.1058,1.10587,1.10575,1.10586
2020-02-04 03:00:00+00:00,1.10587,1.10592,1.10582,1.10592
2020-02-04 03:05:00+00:00,1.10592,1.10599,1.10585,1.10586
2020-02-04 03:10:00+00:00,1.10585,1.10585,1.10575,1.10575
2020-02-04 03:15:00+00:00,1.10575,1.1058,1.10572,1.10575
2020-02-04 03:20:00+00:00,1.10574,1.10575,1.10566,1.10573
2020-02-04 03:25:00+00:00,1.10574,1.10576,1.10556,1.10561
2020-02-04 03:30:00+00:00,1.1056,1.1059,1.10557,1.10589
2020-02-04 03:35:00+00:00,1.10589,1.10589,1.10568,1.10568
2020-02-04 03:40:00+00:00,1.10567,1.10577,1.10563,1.10575
2020-02-04 03:45:00+00:00,1.10574,1.10581,1.10574,1.10574
2020-02-04 03:50:00+00:00,1.10575,1.10587,1.1057,1.10586
2020-02-04 03:55:00+00:00,1.10585,1.10586,1.10579,1.1058
2020-02-04 04:00:00+00:00,1.1058,1.10586,1.10574,1.10586
2020-02-04 04:05:00+00:00,1.10585,1.10592,1.10585,1.10589
2020-02-04 04:10:00+00:00,1.10589,1.10594,1.10588,1.10594
2020-02-04 04:15:00+00:00,1.10595,1.10598,1.10588,1.10589
2020-02-04 04:20:00+00:00,1.10588,1.10596,1.10587,1.10595
2020-02-04 04:25:00+00:00,1.10594,1.10603,1.10594,1.106
2020-02-04 04:30:00+00:00,1.106,1.10602,1.10595,1.10598
2020-02-04 04:35:00+00:00,1.10597,1.10608,1.10596,1.10606
2020-02-04 04:40:00+00:00,1.10607,1.10609,1.10607,1.10608
2020-02-04 04:45:00+00:00,1.10607,1.1061,1.10603,1.1061
2020-02-04 04:50:00+00:00,1.10609,1.1061,1.10604,1.10605
2020-02-04 04:55:00+00:00,1.10604,1.10605,1.106,1.106
2020-02-04 05:00:00+00:00,1.106,1.10602,1.10598,1.106
2020-02-04 05:05:00+00:00,1.106,1.106,1.10595,1.10596
2020-02-04 05:10:00+00:00,1.10595,1.10602,1.10595,1.10599
2020-02-04 05:15:00+00:00,1.10598,1.10609,1.10598,1.10609
2020-02-04 05:20:00+00:00,1.10609,1.10612,1.10602,1.10605
2020-02-04 05:25:00+00:00,1.10604,1.10604,1.10602,1.10604
2020-02-04 05:30:00+00:00,1.10604,1.10634,1.10604,1.10624
2020-02-04 05:35:00+00:00,1.10624,1.10624,1.10598,1.10598
2020-02-04 05:40:00+00:00,1.10598,1.10604,1.10596,1.10598
2020-02-04 05:45:00+00:00,1.10598,1.10598,1.10583,1.10584
2020-02-04 05:50:00+00:00,1.10583,1.1059,1.10583,1.10588
2020-02-04 05:55:00+00:00,1.10588,1.10593,1.10578,1.10584
2020-02-04 06:00:00+00:00,1.10583,1.10612,1.10582,1.10609
2020-02-04 06:05:00+00:00,1.10608,1.10614,1.10602,1.1061
2020-02-04 06:10:00+00:00,1.1061,1.1061,1.10597,1.10604
2020-02-04 06:15:00+00:00,1.10604,1.10604,1.106,1.10603
2020-02-04 06:20:00+00:00,1.10603,1.10626,1.10598,1.10624
2020-02-04 06:25:00+00:00,1.10624,1.10624,1.1061,1.10611
2020-02-04 06:30:00+00:00,1.1061,1.10616,1.1061,1.10615
2020-02-04 06:35:00+00:00,1.10614,1.10636,1.10614,1.10634
2020-02-04 06:40:00+00:00,1.10635,1.10636,1.10612,1.10616
2020-02-04 06:45:00+00:00,1.10616,1.1062,1.10591,1.10592
2020-02-04 06:50:00+00:00,1.10593,1.10602,1.10589,1.10602
2020-02-04 06:55:00+00:00,1.10602,1.10605,1.10584,1.10592
2020-02-04 07:00:00+00:00,1.10591,1.10591,1.10556,1.10566
2020-02-04 07:05:00+00:00,1.10566,1.10567,1.10548,1.1055
2020-02-04 07:10:00+00:00,1.1055,1.1055,1.10525,1.10534
2020-02-04 07:15:00+00:00,1.10533,1.10544,1.10524,1.10538
2020-02-04 07:20:00+00:00,1.10538,1.10558,1.10538,1.10544
