date_time,Unnamed: 0,tick_num,open,high,low,close,volume,cum_buy_volume,cum_ticks,cum_dollar_value,Returns,MA,FilteredProbs1,SmoothedProbs1,FilteredProbs2,SmoothedProbs2
2020-02-03 03:45:19.570000+00:00,25,39572,28432.5,28461.0,28431.5,28441.0,56636.0,33379.0,1522,1611191388.0,0.0003164946486075641,28416.92,,,,
2020-02-03 04:32:53.419000+00:00,26,41094,28441.5,28453.0,28421.5,28437.0,56278.0,33194.0,1522,1600360744.0,-0.0001406519218887709,28421.3,,,,
2020-02-03 05:17:19.286000+00:00,27,42616,28436.5,28480.5,28433.5,28473.5,57136.0,34400.0,1522,1625744366.0,0.0012827160191752412,28425.48,,,,
2020-02-03 05:47:52.523000+00:00,28,44138,28473.0,28489.0,28451.0,28452.5,55968.0,32711.0,1522,1593520361.0,-0.0007377999842816952,28426.74,,,,
2020-02-03 06:16:35.854000+00:00,29,45660,28453.0,28460.0,28408.5,28421.0,56514.0,32976.0,1522,1607112761.5,-0.001107721635594751,28427.62,0.45222393600299254,0.11663547080286728,0.5477760639970077,0.8833645291971317
2020-02-03 07:01:16.943000+00:00,30,47182,28421.5,28436.5,28394.0,28406.0,58197.0,34552.0,1522,1653583577.0,-0.0005279180793767966,28429.34,0.3169832765037653,0.09442991499603917,0.6830167234962352,0.9055700850039597
2020-02-03 07:26:15.452000+00:00,31,48704,28407.0,28433.5,28395.5,28424.5,57324.0,34908.0,1522,1628859297.0,0.0006510588734386122,28431.04,0.4054312038967584,0.08426983692523467,0.5945687961032412,0.9157301630747643
2020-02-03 07:46:32.823000+00:00,32,50226,28425.0,28457.0,28423.5,28445.0,55438.0,33004.0,1522,1576882669.0,0.0007209488702356937,28433.76,0.49431542313985466,0.06753611514818113,0.5056845768601451,0.9324638848518177
2020-02-03 08:03:03.569000+00:00,33,51748,28445.5,28451.0,28419.0,28428.5,60092.0,35682.0,1522,1708789962.0,-0.0005802350994022181,28434.78,0.3647464487237836,0.047521968270145674,0.6352535512762166,0.9524780317298535
2020-02-03 08:11:21.616000+00:00,34,53270,28429.0,28438.5,28386.5,28398.0,61980.0,36350.0,1522,1761056790.0,-0.0010734429510426255,28434.48,0.1993345478678375,0.03769748000432697,0.8006654521321623,0.9623025199956721
