date_time,Unnamed: 0,tick_num,open,high,low,close,volume,cum_buy_volume,cum_ticks,cum_dollar_value,Returns,FilteredProbs1,SmoothedProbs1,FilteredProbs2,SmoothedProbs2
2020-02-03 00:20:14.300000+00:00,1,3044,28332.0,28346.0,28317.5,28327.5,47760.0,23970.0,1522,1353198675.0,-0.00014119557375330414,0.24262473172925814,0.24262473159658646,0.7573752682707418,0.7573752684034158
2020-02-03 00:37:07.523000+00:00,2,4566,28327.0,28376.0,28322.5,28369.0,42960.0,22395.0,1522,1217630122.5,0.001463935424993818,0.2426247336501649,0.24262473330854128,0.7573752663498354,0.757375266691461
2020-02-03 00:46:06.856000+00:00,3,6088,28369.5,28424.0,28368.5,28421.0,45673.0,22801.0,1522,1296949798.5,0.0018313088407348782,0.24262473441263513,0.24262473444343002,0.7573752655873648,0.7573752655565725
2020-02-03 00:52:53.127000+00:00,4,7610,28421.5,28442.0,28398.0,28399.0,47556.0,22640.0,1522,1351511381.0,-0.0007743752586896202,0.2426247319217183,0.2426247318038244,0.7573752680782816,0.757375268196178
2020-02-03 01:00:19.972000+00:00,5,9132,28398.5,28423.0,28357.5,28363.0,48178.0,22888.0,1522,1368132851.5,-0.0012684544176360991,0.24262473316049513,0.2426247331798979,0.7573752668395052,0.7573752668201046
2020-02-03 01:03:35.238000+00:00,6,10654,28364.5,28393.0,28360.5,28382.0,48497.0,24860.0,1522,1376428997.5,0.0006696625503584372,0.24262473197564152,0.24262473206564897,0.7573752680243582,0.7573752679343535
2020-02-03 01:06:53.914000+00:00,7,12176,28381.5,28389.0,28355.0,28377.0,48510.0,24300.0,1522,1376207280.0,-0.0001761835132026647,0.2426247317897439,0.24262473176112404,0.7573752682102562,0.7573752682388784
2020-02-03 01:10:25.552000+00:00,8,13698,28376.5,28412.5,28372.0,28403.0,48840.0,25380.0,1522,1386883875.0,0.0009158154919768908,0.24262473251469918,0.2426247325935284,0.7573752674853013,0.7573752674064741
2020-02-03 01:14:49.860000+00:00,9,15220,28402.5,28427.0,28402.0,28405.5,48492.0,24406.0,1522,1377906989.0,8.801499781242808e-05,0.24262473169018955,0.24262473175754334,0.757375268309811,0.7573752682424592
2020-02-03 01:18:21.421000+00:00,10,16742,28406.0,28413.0,28382.0,28396.0,48420.0,24150.0,1522,1374980340.0,-0.000334498211792908,0.24262473190163422,0.2426247319569158,0.7573752680983656,0.7573752680430867
2020-02-03 01:23:16.791000+00:00,11,18264,28395.5,28415.0,28383.5,28384.0,48330.0,23940.0,1522,1372619520.0,-0.000422684049970423,0.24262473192814465,0.24262473200768117,0.7573752680718553,0.7573752679923212
2020-02-03 01:28:39.189000+00:00,12,19786,28384.5,28397.0,28367.0,28377.0,47970.0,23700.0,1522,1361286405.0,-0.0002466482280258165,0.2426247318224755,0.24262473183917943,0.7573752681775243,0.7573752681608231
2020-02-03 01:31:32.893000+00:00,13,21308,28377.5,28406.0,28363.0,28403.0,48810.0,25350.0,1522,1385501940.0,0.0009158154919768908,0.24262473250987562,0.24262473228113532,0.7573752674901241,0.7573752677188671
2020-02-03 01:33:42.344000+00:00,14,22830,28402.5,28459.0,28397.5,28447.0,50125.0,26425.0,1522,1424836167.5,0.001547933466515207,0.24262473375363114,0.24262473384543543,0.7573752662463686,0.757375266154567
2020-02-03 01:36:29.077000+00:00,15,24352,28447.5,28459.0,28441.0,28445.0,48768.0,24478.0,1522,1387383823.0,-7.030865502440812e-05,0.2426247315051977,0.2426247314869242,0.7573752684948022,0.7573752685130781
2020-02-03 01:39:37.999000+00:00,16,25874,28445.5,28482.5,28440.5,28470.0,50058.0,26004.0,1522,1424804673.0,0.0008785030873354331,0.24262473249880762,0.2426247325652483,0.7573752675011921,0.7573752674347538
2020-02-03 01:44:10.414000+00:00,17,27396,28469.5,28486.5,28460.5,28462.5,48496.0,24134.0,1522,1380933131.0,-0.0002634699000882354,0.2426247317457931,0.24262473184395442,0.7573752682542068,0.7573752681560479
2020-02-03 01:52:12.158000+00:00,18,28918,28462.0,28471.0,28436.0,28458.0,55446.0,32826.0,1522,1577564492.0,-0.00015811526635832454,0.2426247318183979,0.24262473173966156,0.7573752681816018,0.7573752682603406
2020-02-03 02:01:16.078000+00:00,19,30440,28458.5,28495.0,28452.5,28493.5,60600.0,37396.0,1522,1725369757.0,0.0012466749637089422,0.24262473312841062,0.24262473292939854,0.7573752668715895,0.7573752670706038
2020-02-03 02:10:29.898000+00:00,20,31962,28494.0,28502.5,28444.0,28451.5,57840.0,33540.0,1522,1646617537.0,-0.0014751078274054018,0.24262473347234342,0.24262473355254877,0.7573752665276571,0.7573752664474536
