date_time,Unnamed: 0,tick_num,open,high,low,close,volume,cum_buy_volume,cum_ticks,cum_dollar_value,Returns,FilteredProbs1,SmoothedProbs1,FilteredProbs2,SmoothedProbs2
2020-02-03 01:42:08.860000+00:00,1,3044,13019.8,13032.65,13009.25,13028.55,59636.0,21514.0,1522,776553801.3999999,0.0006679873100457863,0.14935457019091206,0.15756391033875955,0.850645429809088,0.8424360896612428
2020-02-03 01:52:50.790000+00:00,2,4566,13028.5,13038.3,13015.25,13030.8,59718.0,18714.0,1522,777929140.2,0.00017268274194026103,0.10638304181890941,0.11395378566068555,0.8936169581810905,0.8860462143393167
2020-02-03 02:04:07.425000+00:00,3,6088,13031.0,13043.05,13026.0,13026.8,61425.0,24025.0,1522,800653991.25,-0.0003070121600929841,0.1184520982454701,0.10901233472036943,0.8815479017545298,0.8909876652796329
2020-02-03 02:14:04.156000+00:00,4,7610,13026.75,13030.05,13013.25,13014.3,62325.0,26300.0,1522,811468015.0,-0.0009600209637874131,0.2268636840524031,0.23240393613835547,0.7731363159475969,0.7675960638616468
2020-02-03 02:27:02.991000+00:00,5,9132,13014.3,13026.55,13010.25,13021.0,63275.0,26825.0,1522,823806382.5,0.0005146858417536344,0.11769587441293972,0.12466150357209732,0.8823041255870598,0.875338496427905
2020-02-03 02:40:45.304000+00:00,6,10654,13020.9,13022.05,13008.0,13013.0,63700.0,28175.0,1522,829096946.25,-0.0006145809519709653,0.14813674935769947,0.11672313879779651,0.8518632506423008,0.8832768612022057
2020-02-03 02:59:29.773000+00:00,7,12176,13012.8,13016.05,12995.55,12997.75,63225.0,27400.0,1522,822208876.25,-0.001172592235699537,0.30361591577519387,0.3384026843496296,0.6963840842248056,0.6615973156503725
2020-02-03 03:12:15.619000+00:00,8,13698,12997.8,13006.8,12985.75,12991.55,63500.0,27900.0,1522,825152346.25,-0.00047711943897036643,0.1023243485526924,0.031525138156996015,0.897675651447308,0.9684748618430061
2020-02-03 03:26:50.251000+00:00,9,15220,12991.6,13020.85,12991.25,13014.85,62725.0,28350.0,1522,815975642.5,0.0017918670968899114,0.7314187093211242,0.7439679944175495,0.26858129067887565,0.25603200558245254
2020-02-03 03:45:43.307000+00:00,10,16742,13014.55,13022.3,13007.75,13011.25,63200.0,28400.0,1522,822445063.75,-0.00027664536929925985,0.03361243510518079,0.03426540463635548,0.9663875648948194,0.9657345953636465
2020-02-03 04:14:57.792000+00:00,11,18264,13011.3,13016.6,13001.75,13002.75,63000.0,26450.0,1522,819538276.25,-0.0006534942955714268,0.16916674491762987,0.16601190145984404,0.8308332550823702,0.8339880985401578
2020-02-03 05:06:02.772000+00:00,12,19786,13002.8,13017.8,13000.5,13013.5,61675.0,22400.0,1522,802229730.0,0.0008264066198478732,0.17846589104583427,0.17212174943662725,0.8215341089541659,0.8278782505633746
2020-02-03 05:31:49.771000+00:00,13,21308,13013.8,13032.8,13011.5,13023.55,61800.0,21825.0,1522,804827790.0,0.0007719768943950775,0.1646608267899202,0.1846896707755076,0.8353391732100798,0.8153103292244943
2020-02-03 05:57:32.085000+00:00,14,22830,13023.5,13027.8,13007.0,13014.8,60850.0,20175.0,1522,792089203.75,-0.000672085622120019,0.1489034992626391,0.05472601653737523,0.8510965007373608,0.9452739834626267
2020-02-03 06:13:20.165000+00:00,15,24352,13014.75,13017.05,12992.05,12992.55,56570.0,23879.0,1522,735627055.8000003,-0.0017110551769758749,0.6604360835746018,0.6913522254996038,0.3395639164253982,0.30864777450039793
2020-02-03 06:46:57.401000+00:00,16,25874,12992.35,13002.05,12984.55,12990.6,38874.0,25428.0,1522,505186894.4999999,-0.0001500972748616067,0.04061973397447859,0.020096959705439243,0.9593802660255213,0.9799030402945625
2020-02-03 07:00:13.785000+00:00,17,27396,12990.35,13025.1,12990.35,13010.8,46768.0,25867.0,1522,608574615.15,0.001553762802300443,0.5780211875295739,0.5945877374240446,0.42197881247042623,0.405412262575957
2020-02-03 07:06:08.055000+00:00,18,28918,13010.75,13017.55,13005.3,13008.35,59275.0,25200.0,1522,771243728.75,-0.00018832283200945915,0.05138961299648768,0.05304542079848534,0.9486103870035123,0.9469545792015164
2020-02-03 07:15:40.973000+00:00,19,30440,13008.15,13015.25,12997.5,13015.25,58000.0,30050.0,1522,754259861.25,0.0005302879049549043,0.1474484270734499,0.15209094700121967,0.85255157292655,0.8479090529987818
2020-02-03 07:26:33.663000+00:00,20,31962,13015.3,13022.8,13010.55,13021.55,56750.0,31150.0,1522,738750003.75,0.0004839304463642759,0.12690509227612592,0.13404406983337322,0.8730949077238741,0.8659559301666284
2020-02-03 07:35:03.516000+00:00,21,33484,13021.6,13029.3,13017.3,13025.0,58128.0,23252.0,1522,757049842.6500001,0.0002649103255652259,0.11322211258457819,0.11733457625522022,0.8867778874154216,0.8826654237447814
2020-02-03 07:49:08.702000+00:00,22,35006,13025.25,13031.75,13024.3,13029.75,59558.0,20254.0,1522,775949689.6,0.0003646168205508641,0.12141338102148345,0.13666030117765937,0.8785866189785161,0.8633396988223422
2020-02-03 08:00:03.608000+00:00,23,36528,13030.05,13035.05,13020.3,13022.8,58221.0,19746.0,1522,758447048.95,-0.0005335370368634017,0.13657582756617928,0.060566979975161,0.8634241724338203,0.9394330200248405
2020-02-03 08:01:39.527000+00:00,24,38050,13022.75,13048.9,13020.55,13044.2,87579.0,32528.0,1522,1141926206.5,0.0016419231064342848,0.6127746274641054,0.6286062142521868,0.38722537253589473,0.37139378574781484
2020-02-03 08:04:22.969000+00:00,25,39572,13044.15,13047.65,13033.4,13040.95,102698.0,34197.0,1522,1339148626.1,-0.00024918392394271513,0.048203049224624685,0.04893523379583936,0.9517969507753751,0.9510647662041622
2020-02-03 08:07:20.905000+00:00,26,41094,13040.9,13042.9,13032.4,13033.4,103300.0,33750.0,1522,1346660660.0,-0.0005791132059672768,0.15466545995665226,0.1666899086661713,0.8453345400433475,0.8333100913338303
2020-02-03 08:10:39.799000+00:00,27,42616,13033.2,13035.95,13018.9,13029.9,102677.0,34296.0,1522,1337731069.0500002,-0.0002685768894222095,0.10959318502436852,0.09374434985527577,0.8904068149756315,0.9062556501447259
2020-02-03 08:13:45.149000+00:00,28,44138,13029.7,13032.9,13016.0,13016.0,104700.0,33800.0,1522,1363825850.0,-0.0010673465934834961,0.268076218677057,0.28797988271462005,0.7319237813229429,0.7120201172853817
2020-02-03 08:16:31.259000+00:00,29,45660,13016.45,13024.45,13012.45,13015.0,109850.0,43100.0,1522,1430034327.5,-7.683147020794868e-05,0.08884182429339015,0.0737538101453683,0.91115817570661,0.9262461898546335
2020-02-03 08:19:06.744000+00:00,30,47182,13015.2,13039.9,13011.95,13030.15,112973.0,50044.0,1522,1471951511.1499975,0.0011633645195891836,0.3164272419199264,0.3122114163752183,0.6835727580800738,0.6877885836247836
2020-02-03 08:22:41.128000+00:00,31,48704,13030.4,13037.45,13019.15,13020.0,104684.0,37521.0,1522,1363956965.2499998,-0.000779266185694686,0.13857819820926212,0.140278832319754,0.8614218017907378,0.8597211676802479
2020-02-03 08:25:39.087000+00:00,32,50226,13020.05,13023.5,13009.95,13011.2,133030.0,78676.0,1522,1731634797.2000024,-0.0006761117685873545,0.15428162255601222,0.1518645607443626,0.8457183774439881,0.8481354392556392
2020-02-03 08:28:34.709000+00:00,33,51748,13011.45,13023.7,13001.15,13020.75,110892.0,50832.0,1522,1442774411.35,0.0007337137961946352,0.16177752462294118,0.1723634174252706,0.8382224753770587,0.8276365825747313
