date_time,Unnamed: 0,tick_num,open,high,low,close,volume,cum_buy_volume,cum_ticks,cum_dollar_value,Returns,MA,FilteredProbs1,SmoothedProbs1,FilteredProbs2,SmoothedProbs2
2020-02-03 01:33:23.060000+00:00,25,39572,142.9585,143.0065,142.9555,142.9885,815609000.0,476513000.0,1522,116618074039.0,0.00020633158257819388,142.94808,,,,
2020-02-03 01:34:59.041000+00:00,26,41094,142.9875,143.056,142.985,143.02100000000002,853074000.0,506116000.0,1522,122011407738.5,0.00022726517923269405,142.95366,,,,
2020-02-03 01:37:24.340000+00:00,27,42616,143.0215,143.03799999999998,142.9835,143.025,827097000.0,445005000.0,1522,118284197353.0,2.79675297000642e-05,142.95808,,,,
2020-02-03 01:39:28.421000+00:00,28,44138,143.026,143.0945,143.024,143.0455,911823000.0,530178000.0,1522,130451559253.5,0.00014332131439689366,142.96348,,,,
2020-02-03 01:42:23.728000+00:00,29,45660,143.046,143.111,143.0365,143.1105,889152000.0,542335000.0,1522,127205176478.0,0.0004542976636374584,142.97070000000002,inf,,inf,
2020-02-03 01:46:14.783000+00:00,30,47182,143.11,143.11,143.03,143.049,705805000.0,381310000.0,1522,100978151921.0,-0.00042983022368195064,142.97366000000002,,,,
2020-02-03 01:48:47.330000+00:00,31,48704,143.0495,143.0495,142.9855,143.02100000000002,642618000.0,374025000.0,1522,91902021919.5,-0.00019575628405236022,142.97362000000004,,,,
2020-02-03 01:51:25.985000+00:00,32,50226,143.0205,143.0655,143.0095,143.0425,671772000.0,390496000.0,1522,96090490509.0,0.00015031627621471207,142.97254000000004,,,,
2020-02-03 01:54:45.549000+00:00,33,51748,143.043,143.09,143.043,143.0675,925895000.0,533940000.0,1522,132466788881.0,0.0001747579606698972,142.97448000000003,,,,
2020-02-03 01:58:15.141000+00:00,34,53270,143.067,143.0785,143.03799999999998,143.04399999999998,830913000.0,455562000.0,1522,118866381869.5,-0.0001642716217476861,142.97668000000004,,,,
2020-02-03 02:01:25.898000+00:00,35,54792,143.0445,143.061,143.033,143.0485,956395000.0,555059000.0,1522,136807814987.5,3.145835700246264e-05,142.98014000000003,,,,
2020-02-03 02:05:15.167000+00:00,36,56314,143.048,143.0525,143.00799999999998,143.03,785824000.0,426514000.0,1522,112394466120.5,-0.00012933513022316809,142.98484000000005,,,,
2020-02-03 02:08:48.714000+00:00,37,57836,143.0285,143.03,142.94799999999998,142.9855,836243000.0,446103000.0,1522,119570997881.5,-0.0003111719494857616,142.98844000000003,,,,
2020-02-03 02:12:27.878000+00:00,38,59358,142.985,142.985,142.929,142.94799999999998,766306000.0,425251000.0,1522,109548583759.0,-0.00026229875278693847,142.99188,,,,
2020-02-03 02:15:56.390000+00:00,39,60880,142.9475,142.963,142.914,142.9155,898853000.0,509325000.0,1522,128479962902.5,-0.00022738125112182998,142.99118,,,,
2020-02-03 02:21:02.002000+00:00,40,62402,142.916,142.96,142.9015,142.9355,1144023000.0,662934000.0,1522,163519431972.0,0.00013993304226753855,142.99084000000002,,,,
2020-02-03 02:25:18.083000+00:00,41,63924,142.9375,143.0115,142.9265,143.007,749402000.0,450107000.0,1522,107145688655.5,0.0005001005551129535,142.99148000000002,,,,
2020-02-03 02:30:22.700000+00:00,42,65446,143.00799999999998,143.0275,142.987,143.012,711471000.0,384614000.0,1522,101747759617.0,3.4962712270999e-05,142.99324000000004,,,,
2020-02-03 02:35:25.605000+00:00,43,66968,143.0125,143.0195,142.94899999999998,142.9965,1099069000.0,594193000.0,1522,157154134154.5,-0.0001083883871645593,142.99562000000006,,,,
2020-02-03 02:40:57.219000+00:00,44,68490,142.996,143.025,142.9675,142.986,1074571000.0,631587000.0,1522,153660491769.5,-7.343106661929967e-05,142.99710000000005,,,,
