date_time,Unnamed: 0,tick_num,open,high,low,close,volume,cum_buy_volume,cum_ticks,cum_dollar_value,Returns,FilteredProbs1,SmoothedProbs1,FilteredProbs2,SmoothedProbs2
2020-02-03 00:09:40.508000+00:00,1,3044,142.8515,142.8955,142.8435,142.8815,1036013000.0,580586000.0,1522,148017709765.5,0.0002029859946632933,0.7033430052867407,0.9549327583304404,0.2966569947132594,0.04506724166955792
2020-02-03 00:15:05.708000+00:00,2,4566,142.881,142.9255,142.876,142.9145,1117205000.0,698536000.0,1522,159656420395.5,0.0002309339539157915,0.7533070486589848,0.9638340647376026,0.24669295134101524,0.036165935262395886
2020-02-03 00:22:42.262000+00:00,3,6088,142.915,142.928,142.888,142.9105,1014420000.0,597866000.0,1522,144967940227.5,-2.7989154204476898e-05,0.8242272247563271,0.9704984710976207,0.17577277524367324,0.029501528902377998
2020-02-03 00:32:47.789000+00:00,4,7610,142.91,142.93,142.898,142.93,1151954000.0,666657000.0,1522,164629232580.0,0.0001364397279619379,0.8681839387164496,0.9740278153169738,0.13181606128355022,0.025972184683024854
2020-02-03 00:37:56.890000+00:00,5,9132,142.9295,142.976,142.918,142.975,567998000.0,325300000.0,1522,81192137320.0,0.0003147898803560105,0.8710180371380216,0.97559629852365,0.12898196286197824,0.024403701476348457
2020-02-03 00:40:28.894000+00:00,6,10654,142.975,143.034,142.971,143.02200000000002,971010000.0,572056000.0,1522,138860218549.5,0.00032867477926763733,0.86997542355471,0.9771714399218911,0.13002457644529003,0.02282856007810748
2020-02-03 00:45:23.841000+00:00,7,12176,143.02100000000002,143.076,143.0015,143.0695,1215042000.0,697452000.0,1522,173779888043.0,0.00033206159872953197,0.8681106636970266,0.9789634744122298,0.13188933630297367,0.021036525587768855
2020-02-03 00:49:15.144000+00:00,8,13698,143.0685,143.0685,143.0085,143.019,955168000.0,540195000.0,1522,136618716099.5,-0.0003530376126583485,0.8603403354486768,0.9810328461804888,0.1396596645513231,0.018967153819509655
2020-02-03 00:54:15.690000+00:00,9,15220,143.018,143.018,142.9785,142.989,971204000.0,544033000.0,1522,138880250643.5,-0.0002097843424661177,0.8855358673567049,0.9836840476522325,0.114464132643295,0.01631595234776598
2020-02-03 00:57:50.166000+00:00,10,16742,142.9895,143.036,142.9555,142.96200000000002,871579000.0,476389000.0,1522,124626830483.0,-0.00018884354368587693,0.9073634013988565,0.9853929833889412,0.09263659860114389,0.014607016611057252
2020-02-03 01:01:00.872000+00:00,11,18264,142.9625,142.974,142.8725,142.9125,1117138000.0,585287000.0,1522,159662437916.5,-0.00034630581247852666,0.899284542037977,0.9861895922420816,0.1007154579620228,0.013810407757916905
2020-02-03 01:03:32.917000+00:00,12,19786,142.9115,142.954,142.892,142.8955,901332000.0,504837000.0,1522,128818672430.5,-0.00011896098093856936,0.9231650883257525,0.9875229349051743,0.07683491167424744,0.012477065094824276
2020-02-03 01:05:25.069000+00:00,13,21308,142.895,142.916,142.849,142.862,942780000.0,541707000.0,1522,134703059881.0,-0.00023446453831287695,0.9306876115560533,0.9877583026799033,0.06931238844394676,0.012241697320095269
