date_time,Unnamed: 0,tick_num,open,high,low,close,volume,cum_buy_volume,cum_ticks,cum_dollar_value,Returns,MA,FilteredProbs1,SmoothedProbs1,FilteredProbs2,SmoothedProbs2
2020-02-03 11:42:37.016000+00:00,25,39572,1.1063100000000001,1.10633,1.10591,1.10619,3491029000.0,2193264000.0,1522,3861472422.3899994,-9.943547775650313e-05,1.1073624000000002,,,,
2020-02-03 12:04:27.975000+00:00,26,41094,1.10618,1.10636,1.10584,1.1063,4194470000.0,2762483000.0,1522,4639766153.320003,9.9435477756479e-05,1.1072836000000001,,,,
2020-02-03 12:35:49.541000+00:00,27,42616,1.1063,1.10666,1.10626,1.10637,5038671000.0,3385646000.0,1522,5575095046.030001,6.327197460395479e-05,1.1072032,,,,
2020-02-03 13:03:59.591000+00:00,28,44138,1.10636,1.10666,1.1062,1.10656,4657440000.0,3075100000.0,1522,5153234270.79,0.00017171803940176154,1.1071308,,,,
2020-02-03 13:28:31.543000+00:00,29,45660,1.10656,1.10667,1.10627,1.10637,4305163000.0,2651742000.0,1522,4763720171.25,-0.00017171803940189409,1.1070619999999998,0.49994783954503796,0.4999477602646034,0.500052160454962,0.500052239735397
2020-02-03 14:00:21.683000+00:00,30,47182,1.10636,1.10656,1.10617,1.1063399999999999,3973050000.0,2505000000.0,1522,4395617202.0,-2.711607034072985e-05,1.1069939999999998,0.49994864790724736,0.49994820670749696,0.5000513520927528,0.5000517932925035
2020-02-03 14:23:41.641000+00:00,31,48704,1.1063399999999999,1.10637,1.10552,1.1056,4092509000.0,2474492000.0,1522,4526005107.089997,-0.000669095931722963,1.1068907999999997,0.49994441452054117,0.4999441403992093,0.5000555854794588,0.5000558596007911
2020-02-03 14:37:00.597000+00:00,32,50226,1.1056,1.10562,1.1050200000000001,1.10535,3609748000.0,2167285000.0,1522,3989869463.5599976,-0.00022614713228730467,1.1067723999999999,0.499947029077187,0.4999468716557818,0.5000529709228125,0.5000531283442187
2020-02-03 14:48:42.963000+00:00,33,51748,1.10534,1.10537,1.1046200000000002,1.10476,4997682000.0,3023999000.0,1522,5522565689.25,-0.0005339100895571417,1.1066283999999997,0.4999451161069014,0.49994519005042887,0.5000548838930985,0.5000548099495714
2020-02-03 14:59:25.523000+00:00,34,53270,1.10477,1.10494,1.1045,1.10473,3784759000.0,2150790000.0,1522,4180955548.06,-2.7155587942773318e-05,1.1065011999999996,0.49994813925609327,0.49994801377537024,0.5000518607439075,0.5000519862246302
2020-02-03 15:02:13.321000+00:00,35,54792,1.1047200000000001,1.10485,1.10354,1.1047,3467669000.0,2192026000.0,1522,3829554073.25,-2.715632538869722e-05,1.1064011999999999,0.499948681792844,0.4999487759857051,0.5000513182071558,0.5000512240142954
2020-02-03 15:06:07.003000+00:00,36,56314,1.1047,1.10494,1.10432,1.1047799999999999,3997445000.0,2353890000.0,1522,4415745451.65,7.241522895433317e-05,1.1062931999999999,0.4999491294685582,0.4999492524973338,0.5000508705314424,0.5000507475026665
2020-02-03 15:12:27.248000+00:00,37,57836,1.10479,1.105,1.10456,1.1046,3961295000.0,2404995000.0,1522,4376260730.15,-0.00016294164009659264,1.106176,0.4999480247166177,0.4999474824467167,0.5000519752833822,0.5000525175532834
2020-02-03 15:21:20.328000+00:00,38,59358,1.10461,1.105,1.10436,1.10479,3642606000.0,2149100000.0,1522,4023877056.28,0.000171993175010571,1.1060544,0.4999499632049807,0.49995031090498215,0.5000500367950196,0.5000496890950182
2020-02-03 15:32:16.321000+00:00,39,60880,1.10479,1.105,1.10458,1.10473,4221959000.0,2545360000.0,1522,4664510628.02,-5.431043847957002e-05,1.105942,0.4999485089759733,0.4999487393191432,0.5000514910240268,0.5000512606808571
2020-02-03 15:45:35.124000+00:00,40,62402,1.10474,1.1050200000000001,1.1045200000000002,1.10453,4041199000.0,2430500000.0,1522,4464624460.6,-0.0001810561007272894,1.10585,0.499947581779828,0.4999479030922155,0.5000524182201722,0.5000520969077848
2020-02-03 15:56:16.174000+00:00,41,63924,1.1045200000000002,1.10556,1.10447,1.10553,3570875000.0,2078425000.0,1522,3945860070.75,0.0009049528684695738,1.1058088000000001,0.49995490937400217,0.4999549215297878,0.5000450906259978,0.5000450784702126
2020-02-03 16:03:03.610000+00:00,42,65446,1.10554,1.1059700000000001,1.10546,1.10569,4508640000.0,2459500000.0,1522,4985236034.2,0.00014471649160133698,1.1057956,0.4999497766868408,0.4999500856731094,0.5000502233131594,0.5000499143268909
2020-02-03 16:20:32.525000+00:00,43,66968,1.10568,1.10602,1.10538,1.10596,4130648000.0,2428492000.0,1522,4567071899.119999,0.0002441616000191844,1.105762,0.49995072265883356,0.4999509456843515,0.500049277341166,0.5000490543156486
2020-02-03 16:38:06.101000+00:00,44,68490,1.10595,1.10618,1.1055700000000002,1.1059700000000001,3087550000.0,1751525000.0,1522,3414408288.5,9.04187745527753e-06,1.1057128,0.49994956313885625,0.49994969400406464,0.5000504368611431,0.5000503059959354
2020-02-03 16:51:28.373000+00:00,45,70012,1.10598,1.10643,1.10582,1.1064200000000002,3661907000.0,2181525000.0,1522,4050413361.35,0.0004067998917060364,1.1056987999999999,0.49995122086944577,0.49995090495605543,0.500048779130554,0.5000490950439449
2020-02-03 17:11:47.094000+00:00,46,71534,1.1064100000000001,1.10656,1.1061,1.10636,3304420000.0,1898925000.0,1522,3655695882.1,-5.423042508938415e-05,1.105686,0.4999486197284282,0.49994861735753376,0.5000513802715719,0.5000513826424667
2020-02-03 17:32:43.948000+00:00,47,73056,1.10635,1.10664,1.10612,1.10618,3385820000.0,2034000000.0,1522,3745939821.4,-0.00016270892313557394,1.1056703999999997,0.49994779097106673,0.4999477620425911,0.500052209028934,0.5000522379574093
2020-02-03 18:01:16.600000+00:00,48,74578,1.10617,1.10625,1.10576,1.1058299999999999,3738750000.0,2106700000.0,1522,4135129612.0,-0.0003164542682182006,1.1056375999999999,0.4999469289224624,0.49994711983828244,0.5000530710775377,0.5000528801617179
2020-02-03 18:34:49.178000+00:00,49,76100,1.1058299999999999,1.10638,1.10582,1.10614,3720023000.0,2389500000.0,1522,4115157480.48,0.0002802931342010685,1.1056312,0.4999503413201563,0.4999505335731911,0.5000496586798432,0.5000494664268091
2020-02-03 19:01:37.412000+00:00,50,77622,1.10614,1.10625,1.1059,1.10617,2919150000.0,1709025000.0,1522,3228826681.75,2.712097310242777e-05,1.1056303999999997,0.4999489085174201,0.4999486213202181,0.5000510914825795,0.5000513786797822
2020-02-03 19:46:16.862000+00:00,51,79144,1.10617,1.10646,1.1061,1.10633,4439630000.0,3004525000.0,1522,4911433998.200001,0.00014463276861373029,1.1056315999999997,0.4999498181275717,0.4999497271831165,0.5000501818724288,0.5000502728168837
2020-02-03 20:15:22.981000+00:00,52,80666,1.1063399999999999,1.1065399999999999,1.1061,1.10615,4316066000.0,2785600000.0,1522,4774723951.58,-0.00016271333562087185,1.1056227999999997,0.49994812152673185,0.4999482431740033,0.5000518784732683,0.500051756825997
2020-02-03 20:49:15.937000+00:00,53,82188,1.10616,1.10616,1.10574,1.1057700000000001,4192600000.0,2344500000.0,1522,4636831710.0,-0.00034359290004925565,1.1055911999999994,0.49994648524824703,0.4999464333893334,0.5000535147517531,0.5000535666106669
2020-02-03 21:40:13.951000+00:00,54,83710,1.10576,1.10604,1.1057,1.1059999999999999,3414531000.0,2160991000.0,1522,3776054279.65,0.00020797822633387901,1.1055763999999997,0.49995015943433585,0.4999505816908468,0.5000498405656641,0.5000494183091537
2020-02-03 23:17:07.409000+00:00,55,85232,1.10601,1.1062,1.1058700000000001,1.10618,2338144000.0,1274564000.0,1522,2586097300.9800034,0.00016273540163741726,1.1055699999999995,0.49994967748851904,0.4999494441822248,0.5000503225114812,0.5000505558177756
2020-02-04 01:00:01.159000+00:00,56,86754,1.10617,1.1063100000000001,1.10592,1.1061,4220200000.0,2710000000.0,1522,4668109252.0,-7.232357570895313e-05,1.1055899999999996,0.49994837880964127,0.4999481032792916,0.5000516211903581,0.5000518967207089
2020-02-04 01:48:52.021000+00:00,57,88276,1.10612,1.1064200000000002,1.10592,1.10628,4192625000.0,2606500000.0,1522,4637465907.0,0.00016272069029466454,1.1056271999999996,0.4999502438287822,0.49995027764387573,0.500049756171218,0.5000497223561249
